Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace Area,Garden,Garden Area,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
1350 Orp Le Grand,Apartment,Apartment,369000.0,for sale,2.0,106.0,,0.0,,1.0,41.0,0.0,,,,2.0,,New
9400 Ninove,House,Residence,649000.0,for sale,5.0,400.0,0.0,0.0,,1.0,30.0,1.0,1500.0,2618.0,,4.0,0.0,Excellent
7700 Mouscron,House,Residence,129900.0,for sale,2.0,103.0,,0.0,,1.0,,1.0,,127.0,,,,
8930 Menen,House,Residence,129000.0,for sale,3.0,105.0,0.0,,0.0,1.0,,,,58.0,,3.0,0.0,Normal
5541 Hastiere Par Dela,House,Residence,84000.0,for sale,1.0,55.0,1.0,0.0,1.0,1.0,19.0,1.0,42.0,,,,,To be renovated
9940 Ertvelde,Apartment,Apartment,516750.0,for sale,2.0,111.0,,,,1.0,30.0,0.0,,,,,,
1080 Sint Jans Molenbeek,Apartment,Apartment,229000.0,for sale,2.0,82.0,0.0,0.0,,0.0,,0.0,,,,2.0,0.0,To renovate
5561 Celles,House,Bungalow,65000.0,for sale,1.0,27.0,,0.0,,1.0,16.0,0.0,,50.0,,2.0,,Normal
7390 Quaregnon,House,Residence,219000.0,for sale,3.0,151.0,0.0,0.0,,1.0,16.0,1.0,80.0,216.0,,3.0,0.0,Fully renovated
1380 Lasne,House,Villa,2900000.0,for sale,6.0,450.0,0.0,0.0,,1.0,20.0,1.0,69000.0,70000.0,,4.0,1.0,To renovate
2440 Geel,House,Residence,199900.0,for sale,3.0,180.0,,0.0,,0.0,,1.0,,290.0,,2.0,,To be renovated
7060 Soignies,House,Villa,375000.0,for sale,2.0,150.0,,,,1.0,40.0,1.0,655.0,1080.0,,4.0,,
8400 Oostende,House,Residence,249000.0,for sale,,,,,,0.0,,0.0,,,,,,To be renovated
3530 Houthalen Helchteren,House,Residence,315000.0,for sale,3.0,159.0,,,,0.0,,1.0,,580.0,,2.0,,
8470 Gistel,House,Residence,385000.0,for sale,4.0,171.0,0.0,,,1.0,,1.0,,246.0,,3.0,0.0,New
5570 Beauraing,House,Mixed Building,190000.0,for sale,3.0,200.0,0.0,0.0,,0.0,,0.0,,,,2.0,0.0,To be renovated
4102 Ougree,House,Residence,234900.0,for sale,3.0,168.0,0.0,0.0,,1.0,,1.0,82.0,262.0,,2.0,0.0,
5575 Patignies,House,Residence,295000.0,for sale,3.0,159.0,1.0,,0.0,1.0,,1.0,,,,4.0,,Excellent
8301 Duinbergen,Apartment,Apartment,599000.0,for sale,2.0,84.0,,,,1.0,,0.0,,,,2.0,,
9990 Maldegem,House,Residence,399000.0,for sale,3.0,156.0,,,,0.0,,1.0,,323.0,,2.0,,New
1332 Genval,Apartment,Apartment,995000.0,for sale,2.0,235.0,,0.0,,1.0,39.0,1.0,1200.0,,,4.0,,New
3945 Ham,House,Residence,369000.0,for sale,3.0,162.0,,0.0,,0.0,,1.0,,495.0,,3.0,,Normal
9000 Gent,Apartment,Apartment,455000.0,for sale,3.0,113.0,0.0,0.0,,1.0,14.0,,,,,2.0,0.0,New
1370 Lathuy,House,Residence,625000.0,for sale,3.0,220.0,,0.0,,1.0,,1.0,,3680.0,,4.0,,
6032 Mont Sur Marchienne,House,Residence,297000.0,for sale,4.0,164.0,,,,1.0,,1.0,600.0,649.0,,3.0,0.0,Excellent
5560 Houyet,House,Residence,329000.0,for sale,3.0,159.0,1.0,,,1.0,,1.0,756.0,756.0,,4.0,0.0,New
2300 Turnhout,Apartment,Apartment,207000.0,for sale,1.0,65.0,,0.0,,1.0,6.0,0.0,,,,3.0,,New
7730 Nechin,Apartment,Duplex,250000.0,for sale,3.0,136.0,0.0,0.0,,1.0,15.0,0.0,,,,3.0,0.0,New
8930 Menen,House,Residence,190000.0,for sale,4.0,190.0,0.0,,0.0,1.0,,1.0,,169.0,,2.0,0.0,Fully renovated
4680 Hermee,House,Residence,239000.0,for sale,3.0,224.0,1.0,0.0,,1.0,25.0,1.0,190.0,431.0,,2.0,0.0,To renovate
4340 Awans,Apartment,Apartment,199000.0,for sale,1.0,75.0,1.0,0.0,,1.0,20.0,1.0,50.0,,,,0.0,Excellent
8310 Sint Kruis,Apartment,Apartment,259000.0,for sale,2.0,98.0,,0.0,,1.0,,0.0,,,,3.0,,Normal
1081 Koekelberg,Apartment,Apartment,239000.0,for sale,2.0,94.0,,0.0,,1.0,,0.0,,,,,,Normal
6780 Messancy,House,Residence,950000.0,for sale,5.0,438.0,1.0,0.0,,1.0,,1.0,7000.0,7000.0,,3.0,0.0,Normal
1410 Waterloo,House,Villa,1095000.0,for sale,4.0,216.0,0.0,,,1.0,160.0,1.0,600.0,892.0,,4.0,1.0,Excellent
4347 Voroux Goreux,House,Residence,50000.0,in public sale,2.0,,,,,0.0,,1.0,,,,,,
5651 Thy Le Chateau,House,Residence,187000.0,for sale,3.0,156.0,,0.0,,1.0,8.0,0.0,,100.0,,2.0,0.0,Normal
3650 Dilsen Stokkem,Apartment,Apartment,405451.0,for sale,2.0,150.0,,,,1.0,26.0,,,,,,,
6010 Couillet,House,Residence,205000.0,for sale,3.0,139.0,,0.0,,1.0,20.0,1.0,240.0,400.0,,2.0,,Fully renovated
2660 Hoboken,Apartment,Apartment,235000.0,for sale,2.0,82.0,,0.0,,1.0,7.0,0.0,,,,2.0,,Normal
1390 Grez Doiceau,House,Villa,495000.0,for sale,5.0,280.0,,0.0,,1.0,,1.0,,1220.0,,4.0,,To be renovated
4280 Moxhe,Apartment,Apartment,260000.0,for sale,2.0,87.0,,0.0,,1.0,,1.0,,,,3.0,,
2300 Turnhout,Apartment,Apartment,189000.0,for sale,2.0,91.0,,0.0,,1.0,5.0,0.0,,,,3.0,,
4520 Wanze,House,Residence,20000.0,for sale,3.0,167.0,1.0,0.0,1.0,1.0,71.0,1.0,3600.0,3732.0,,4.0,0.0,Normal
8610 Kortemark,Apartment,Apartment,345975.0,for sale,3.0,115.0,,,,1.0,,1.0,,,,2.0,,New
6823 Villers Devant Orval,House,Residence,79000.0,for sale,3.0,,,0.0,,0.0,,1.0,160.0,231.0,,3.0,,To be renovated
1780 Wemmel,House,Residence,650000.0,for sale,4.0,,,0.0,,1.0,15.0,1.0,84.0,210.0,,2.0,,New
4000 Liege,Apartment,Apartment,195000.0,for sale,2.0,83.0,1.0,1.0,,1.0,,0.0,,,,2.0,0.0,Excellent
1060 Sint Gillis,House,Mixed Building,495000.0,for sale,4.0,275.0,,0.0,,1.0,2.0,0.0,,100.0,,2.0,,To renovate
1570 Galmaarden,Apartment,Ground Floor,358000.0,for sale,2.0,98.0,0.0,0.0,,1.0,24.0,1.0,250.0,,,4.0,,New
9000 Gent,House,Residence,374999.0,for sale,3.0,121.0,,0.0,,1.0,,1.0,16.0,97.0,,,,
4100 Seraing,Apartment,Duplex,239000.0,for sale,4.0,135.0,1.0,0.0,,1.0,11.0,0.0,,,,2.0,0.0,New
9300 Aalst,House,Residence,219000.0,for sale,3.0,185.0,1.0,,,1.0,20.0,1.0,130.0,240.0,,2.0,,Normal
1800 Vilvoorde,Apartment,Apartment,187500.0,for sale,1.0,60.0,,,,1.0,,,,,,,,Normal
5150 Floreffe,House,Residence,310000.0,for sale,2.0,143.0,,0.0,,1.0,,1.0,,,,4.0,,
3550 Heusden Zolder,Apartment,Apartment,259000.0,for sale,2.0,94.0,0.0,0.0,,1.0,,1.0,,,,,,Normal
2800 Mechelen,House,Residence,479000.0,for sale,4.0,169.0,,,,1.0,,1.0,,145.0,,2.0,,
6240 Farciennes,House,Residence,175000.0,for sale,4.0,129.0,,0.0,,1.0,,1.0,,330.0,,2.0,,
4020 Liege,Apartment,Apartment,199000.0,for sale,3.0,116.0,0.0,0.0,,1.0,10.0,0.0,,,,,0.0,Normal
7900 Leuze En Hainaut,Apartment,Apartment,257000.0,for sale,2.0,150.0,1.0,,,1.0,7.0,,,,,,,New
4800 Verviers,Apartment,Apartment,86000.0,for sale,1.0,55.0,,0.0,,0.0,,0.0,,,,2.0,,
3690 Zutendaal,House,Residence,245000.0,for sale,3.0,,,,,,,,,,,,,
6700 Arlon,Apartment,Apartment,285000.0,for sale,1.0,72.0,,0.0,,1.0,5.0,0.0,,,,,,
8830 Hooglede,House,Residence,,for sale,3.0,119.0,,,,1.0,,1.0,,946.0,,4.0,,
2980 Zoersel,House,Residence,465000.0,for sale,3.0,,,,,0.0,,1.0,,1295.0,,4.0,,
2018 Antwerp,Apartment,Apartment,465000.0,for sale,2.0,116.0,,0.0,,1.0,7.0,0.0,,,,2.0,,New
6980 Beausaint,House,Residence,255000.0,for sale,2.0,155.0,,,,0.0,,1.0,1431.0,1431.0,,,,To renovate
6700 Arlon,House,Residence,720000.0,for sale,8.0,363.0,,0.0,,1.0,,1.0,,511.0,,2.0,,Normal
6870 Saint Hubert,House,Residence,,for sale,1.0,45.0,,,,0.0,,1.0,,23.0,,,,To be renovated
4520 Antheit,House,Residence,179000.0,for sale,4.0,147.0,1.0,0.0,,1.0,30.0,1.0,780.0,985.0,,3.0,0.0,Normal
1460 Ittre,House,Residence,400000.0,for sale,3.0,105.0,,,,1.0,,1.0,,908.0,,4.0,,
1140 Evere,Apartment,Apartment,139000.0,for sale,1.0,41.0,,0.0,,0.0,,0.0,,,,2.0,0.0,To be renovated
5590 Ciney,Apartment,Apartment,125000.0,for sale,1.0,38.0,,0.0,,1.0,9.0,0.0,,,,3.0,,To be renovated
8600 Diksmuide,House,Bungalow,219000.0,for sale,3.0,246.0,,,,1.0,,1.0,,540.0,,3.0,,To be renovated
1080 Sint Jans Molenbeek,Apartment,Apartment,390000.0,for sale,2.0,91.0,0.0,,,1.0,8.0,0.0,,,,2.0,,New
7100 Haine Saint Paul,House,Residence,1000000.0,for sale,,,,,,0.0,,1.0,,,,4.0,,
5377 Somme Leuze,House,Residence,399000.0,for sale,3.0,155.0,,0.0,,1.0,25.0,1.0,500.0,500.0,,4.0,,New
7300 Boussu,House,Residence,195000.0,for sale,4.0,155.0,1.0,0.0,,1.0,29.0,1.0,,,,3.0,,Normal
3000 Leuven,Apartment,Penthouse,750000.0,for sale,4.0,180.0,,0.0,,1.0,57.0,0.0,,,,2.0,,Normal
4180 Hamoir,House,Mixed Building,199000.0,for sale,1.0,186.0,0.0,0.0,,1.0,,1.0,,390.0,,3.0,0.0,To be renovated
1190 Vorst,House,Residence,610000.0,for sale,4.0,171.0,0.0,0.0,,1.0,20.0,1.0,100.0,,,3.0,,Excellent
1140 Evere,House,Master House,550000.0,for sale,4.0,136.0,,0.0,,1.0,20.0,1.0,50.0,121.0,,,,Normal
1785 Merchtem,House,Residence,867500.0,for sale,4.0,522.0,1.0,,,1.0,,1.0,,4000.0,,4.0,,Normal
2060 Antwerp,Apartment,Apartment,179000.0,for sale,1.0,46.0,,0.0,,0.0,,0.0,,,,2.0,,
2288 Bouwel,Apartment,Apartment,268000.0,for sale,3.0,91.0,,,,1.0,,0.0,,,,,,Normal
7860 Lessines,House,Residence,99000.0,for sale,3.0,150.0,,0.0,,0.0,,0.0,,90.0,,3.0,0.0,To be renovated
1070 Anderlecht,Apartment,Apartment,225000.0,for sale,2.0,72.0,,,,1.0,,0.0,,,,,,
8660 De Panne,Apartment,Apartment,315000.0,for sale,2.0,88.0,1.0,0.0,,1.0,10.0,,,,,2.0,,Excellent
1200 Sint Lambrechts Woluwe,House,Residence,265000.0,for sale,2.0,75.0,0.0,0.0,,1.0,20.0,1.0,53.0,138.0,,2.0,0.0,To be renovated
9880 Aalter,Apartment,Apartment,,for sale,2.0,114.0,0.0,,,1.0,10.0,0.0,,,,,0.0,New
2970 Schilde,Apartment,Apartment,1185000.0,for sale,3.0,364.0,,0.0,,1.0,48.0,0.0,,,,,,
6700 Arlon,Apartment,Apartment,290000.0,for sale,2.0,90.0,,0.0,,1.0,,,,,,2.0,0.0,Normal
4831 Bilstain,House,Residence,249000.0,for sale,4.0,120.0,,0.0,,1.0,70.0,1.0,300.0,,,3.0,0.0,Normal
9041 Oostakker,House,Residence,463750.0,for sale,4.0,167.0,,,,1.0,,1.0,,119.0,,2.0,,
1300 Limal,House,Residence,249000.0,for sale,3.0,135.0,,0.0,,1.0,,0.0,,,,4.0,,To be renovated
4610 Beyne Heusay,House,Residence,219000.0,for sale,2.0,115.0,1.0,0.0,,1.0,30.0,1.0,85.0,320.0,,3.0,0.0,Normal
1080 Sint Jans Molenbeek,House,Residence,525000.0,for sale,4.0,250.0,,,,,,,,,,,,
5500 Dinant,House,Residence,239000.0,for sale,3.0,152.0,,0.0,,1.0,,1.0,120.0,180.0,,2.0,,
3550 Heusden Zolder,House,Residence,369000.0,for sale,3.0,123.0,,,0.0,1.0,,1.0,,590.0,,4.0,,Normal
5580 Rochefort,House,Residence,450000.0,for sale,9.0,282.0,1.0,0.0,,,,1.0,737.0,737.0,,4.0,0.0,Normal
1180 Ukkel,House,Villa,1670000.0,for sale,6.0,,,0.0,,1.0,,1.0,700.0,1178.0,,4.0,,Normal
1080 Sint Jans Molenbeek,Apartment,Apartment,259000.0,for sale,5.0,141.0,1.0,,,0.0,,0.0,,,,2.0,,To renovate
1430 Rebecq,House,Villa,675000.0,for sale,4.0,275.0,0.0,0.0,1.0,1.0,38.0,1.0,266.0,1800.0,,4.0,0.0,Normal
9000 Gent,Apartment,Apartment,249000.0,for sale,2.0,79.0,,,,1.0,9.0,0.0,,,,,,
6000 Charleroi,Apartment,Apartment,99000.0,for sale,2.0,87.0,,0.0,,0.0,,0.0,,,,,,To be renovated
5370 Havelange,House,Residence,,for sale,3.0,234.0,,0.0,,0.0,,0.0,,2158.0,,,1.0,Normal
6850 Paliseul,House,Residence,235000.0,for sale,3.0,,,0.0,,0.0,,0.0,,1133.0,,4.0,,To be renovated
3520 Zonhoven,House,Residence,295000.0,for sale,4.0,196.0,,,,0.0,,1.0,,947.0,,3.0,,
4120 Neupre,House,Residence,499000.0,for sale,4.0,155.0,1.0,0.0,,1.0,25.0,1.0,1920.0,2100.0,,4.0,0.0,To renovate
1200 Sint Lambrechts Woluwe,Apartment,Penthouse,550000.0,for sale,3.0,141.0,,0.0,,1.0,13.0,0.0,,,,2.0,,To be renovated
1700 Dilbeek,House,Mixed Building,549000.0,for sale,2.0,,1.0,0.0,,1.0,5.0,0.0,,112.0,,3.0,,Normal
1640 Sint Genesius Rode,House,Villa,845000.0,for sale,7.0,520.0,0.0,0.0,,1.0,40.0,1.0,1500.0,1817.0,,4.0,,To renovate
1000 Brussels,Apartment,Apartment,410000.0,for sale,3.0,126.0,0.0,0.0,,0.0,,0.0,,,,2.0,0.0,New
3000 Leuven,House,Villa,1590000.0,for sale,4.0,488.0,0.0,,1.0,,,1.0,61000.0,,,4.0,,Normal
9790 Moregem,House,Residence,395000.0,for sale,2.0,224.0,,0.0,,0.0,,0.0,,1076.0,,3.0,,To be renovated
9220 Hamme,Apartment,Apartment,239000.0,for sale,2.0,74.0,,0.0,,1.0,6.0,0.0,,,,3.0,,Normal
9190 Stekene,House,Residence,499000.0,for sale,4.0,239.0,,0.0,,1.0,,1.0,,385.0,,3.0,,New
1800 Peutie,Apartment,Apartment,280000.0,for sale,1.0,,,,,0.0,,0.0,,,,,,
2060 Antwerp,Apartment,Apartment,169000.0,for sale,2.0,90.0,0.0,,,1.0,,0.0,,,,,,Normal
9820 Merelbeke,House,Residence,495000.0,for sale,3.0,188.0,0.0,0.0,,1.0,,1.0,72.0,151.0,,3.0,0.0,New
8700 Tielt,House,Residence,219995.0,for sale,1.0,162.0,,,,0.0,,1.0,65.0,285.0,,,,To be renovated
8670 Koksijde,Apartment,Ground Floor,309000.0,for sale,1.0,65.0,,,,1.0,,1.0,,,,,,New
1050 Elsene,Apartment,Penthouse,695000.0,for sale,2.0,109.0,0.0,0.0,,1.0,60.0,0.0,,,,2.0,0.0,Excellent
9500 Geraardsbergen,House,Bungalow,325000.0,for sale,4.0,122.0,,0.0,,1.0,40.0,1.0,620.0,800.0,,4.0,,
2275 Lille,House,Residence,514000.0,for sale,4.0,177.0,,,,1.0,,1.0,,717.0,,4.0,,New
9190 Kemzeke,House,Residence,479000.0,for sale,4.0,215.0,,0.0,,1.0,28.0,1.0,,363.0,,2.0,,New
4101 Jemeppe,House,Residence,165000.0,for sale,3.0,220.0,,0.0,,0.0,,1.0,,374.0,,2.0,0.0,Normal
8380 Zeebrugge,Apartment,Apartment,249000.0,for sale,2.0,88.0,,,,0.0,,1.0,,,,,,Normal
3650 Dilsen Stokkem,House,Residence,298500.0,for sale,2.0,,,0.0,,1.0,,1.0,,957.0,,4.0,,To be renovated
2310 Rijkevorsel,House,Residence,399000.0,for sale,3.0,144.0,,0.0,,1.0,,1.0,,1402.0,,4.0,,Normal
4970 Stavelot,House,Residence,110000.0,for sale,3.0,85.0,,,,,,1.0,,513.0,,3.0,,To be renovated
8800 Roeselare,Apartment,Apartment,199500.0,for sale,2.0,80.0,1.0,0.0,0.0,,,,,,,,,Normal
7340 Wasmes,House,Residence,200000.0,for sale,4.0,161.0,,0.0,,1.0,,1.0,,370.0,,2.0,,
9450 Haaltert,House,Residence,249000.0,for sale,2.0,120.0,,0.0,,1.0,8.0,1.0,95.0,278.0,,3.0,,To renovate
1160 Oudergem,Apartment,Apartment,195000.0,for sale,1.0,45.0,,,,0.0,,0.0,,,,2.0,,
1180 Ukkel,House,Villa,1300000.0,for sale,3.0,267.0,0.0,0.0,,1.0,20.0,1.0,100.0,277.0,,3.0,0.0,New
2660 Hoboken,Apartment,Apartment,315000.0,for sale,2.0,85.0,,0.0,,1.0,,1.0,,,,,,
3550 Heusden Zolder,Apartment,Ground Floor,330000.0,for sale,2.0,99.0,,,,1.0,14.0,0.0,,,,,,
4560 Bois Et Borsu,House,Residence,349000.0,for sale,4.0,184.0,,,1.0,1.0,,1.0,,1375.0,,,,Normal
9520 Sint Lievens Houtem,House,Residence,449000.0,for sale,3.0,217.0,1.0,0.0,,1.0,,1.0,118.0,335.0,,2.0,,New
