locality,property_type,subtype,price_eur,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,num_bathrooms,dist_train_km,dist_bus_km,is_house,postal_code,wallonie_bx,building_state
4040 Herstal,House,Residence,115000.0,2.0,104.0,0.0,0.0,1.0,0.0,1.0,0.0,129.0,3.0,0.0,2.0,2.6,0.086,1,4040,1,3.0
8620 Nieuwpoort,Apartment,Apartment,307540.0,1.0,83.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,9.4,0.229,0,8620,0,10.0
2390 Malle,House,Residence,565000.0,4.0,185.0,1.0,0.0,0.0,0.0,1.0,1138.0,1301.0,4.0,0.0,2.0,10.5,0.333,1,2390,0,5.0
2800 Mechelen,House,Residence,495000.0,3.0,147.0,1.0,0.0,1.0,26.0,1.0,70.0,177.0,2.0,0.0,2.0,1.9,0.202,1,2800,0,6.0
6560 Erquelinnes,House,Master House,250000.0,5.0,175.0,0.0,0.0,0.0,0.0,1.0,0.0,2268.0,2.707469745444429,0.0,3.0,0.761,0.441,1,6560,1,4.0
8500 Kortrijk,Apartment,Apartment,549000.0,3.0,176.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.429,0.084,0,8500,0,6.0
1910 Kampenhout,House,Residence,699000.0,4.0,320.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,4.9,0.181,1,1910,0,9.0
1700 Dilbeek,House,Residence,1250000.0,6.0,475.0,0.0,0.0,1.0,0.0,1.0,1800.0,21237.0,4.0,1.0,5.0,0.32,0.185,1,1700,0,4.0
1140 Evere,Apartment,Apartment,279000.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.35,0.381,0,1140,1,10.0
4800 Verviers,Apartment,Apartment,140000.0,2.0,95.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.225,0.093,0,4800,1,3.0
8940 Wervik,House,Residence,149900.0,3.0,155.0,1.0,0.0,1.0,0.0,1.0,0.0,301.0,2.0,0.0,2.0,0.549,0.51,1,8940,0,4.0
3500 Hasselt,Apartment,Apartment,245000.0,1.0,65.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,1.3,0.034,0,3500,0,5.0
8400 Oostende,Apartment,Apartment,395000.0,2.0,80.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.3,0.089,0,8400,0,9.0
9050 Gentbrugge,House,Residence,566000.0,3.0,166.0,1.0,0.0,1.0,14.0,1.0,0.0,167.0,2.0,0.0,2.0,1.5,0.241,1,9050,0,10.0
6040 Jumet,House,Residence,199000.0,3.0,160.0,1.0,0.0,1.0,70.0,1.0,0.0,279.0,2.0,0.0,1.0,3.2,0.317,1,6040,1,6.0
6040 Jumet,House,Residence,300000.0,4.0,212.0,0.0,0.0,1.0,31.0,1.0,0.0,467.0,3.0,0.0,3.0,2.9,0.336,1,6040,1,6.0
2440 Geel,Apartment,Apartment,310455.0,2.0,99.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.088,0.104,0,2440,0,10.0
7830 Silly,House,Residence,325000.0,6.0,550.0,0.0,0.0,1.0,100.0,1.0,4000.0,4940.0,4.0,0.0,3.0,2.7,0.353,1,7830,1,4.0
2800 Mechelen,Apartment,Apartment,234000.0,2.0,84.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.495,0.198,0,2800,0,4.0
3680 Maaseik,House,Residence,721500.0,5.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.35,1,3680,0,5.0
1390 Grez-Doiceau,House,Residence,370000.0,2.0,120.0,1.0,0.0,1.0,0.0,1.0,0.0,557.0,4.0,0.0,1.0,0.758,0.314,1,1390,1,6.0
1490 Court-Saint-Étienne,Apartment,Apartment,239000.0,1.0,58.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,0.607,0.135,0,1490,1,9.0
9300 Aalst,House,Mansion,495000.0,4.0,223.0,0.0,0.0,1.0,10.0,1.0,300.0,0.0,2.707469745444429,0.0,2.0,1.8,0.082,1,9300,0,6.0
4000 Liege,Apartment,Apartment,154000.0,1.0,71.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.182,0,4000,1,6.0
5300 Andenne,Apartment,Apartment,360000.0,2.0,127.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,3.3,1.9,0,5300,1,9.0
4020 Liege,House,Residence,399000.0,5.0,243.0,0.0,0.0,1.0,10.0,0.0,0.0,185.0,2.707469745444429,0.0,2.0,1.6,0.218,1,4020,1,4.0
4340 Awans,Apartment,Apartment,255000.0,2.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.3,0.065,0,4340,1,9.0
1410 Waterloo,House,Villa,495000.0,4.0,210.0,0.0,0.0,1.0,35.0,1.0,0.0,1154.0,4.0,0.0,2.0,1.6,0.267,1,1410,1,4.0
8940 Wervik,House,Residence,219000.0,4.0,204.0,0.0,0.0,0.0,0.0,1.0,0.0,560.0,2.0,0.0,3.0,0.473,0.33,1,8940,0,5.0
6032 Mont-sur-Marchienne,House,Residence,159000.0,3.0,108.0,0.0,0.0,0.0,0.0,1.0,0.0,445.0,3.0,0.0,1.0,1.7,0.155,1,6032,1,4.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,115000.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.2,0.16,0,1080,1,6.0
4032 Chênée,House,Residence,210000.0,2.0,100.0,0.0,0.0,1.0,30.0,1.0,80.0,180.0,2.0,0.0,1.0,1.6,0.113,1,4032,1,6.0
4000 Liege,House,Residence,169000.0,4.0,200.0,0.0,0.0,1.0,0.0,1.0,176.0,422.0,3.0,0.0,2.0,3.4,0.059,1,4000,1,10.0
5000 Namur,Apartment,Apartment,295000.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.796,0.155,0,5000,1,9.0
4800 Verviers,House,Residence,199000.0,5.0,158.0,0.0,0.0,1.0,8.0,1.0,25.0,0.0,2.0,0.0,1.0,0.997,0.03,1,4800,1,3.0
1860 Meise,Apartment,Apartment,535582.0,3.0,140.0,1.0,0.0,1.0,23.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,7.8,0.108,0,1860,0,5.0
8370 Blankenberge,House,Residence,262000.0,5.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.707469745444429,0.0,2.0,0.709,0.277,1,8370,0,5.0
7500 Tournai,House,Residence,292000.0,3.0,146.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,4.6,0.146,1,7500,1,10.0
2100 Deurne,House,Residence,229000.0,2.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,2.0,0.0,1.0,2.3,0.392,1,2100,0,4.0
1000 Brussels,Apartment,Apartment,595000.0,2.0,126.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,4.0,0.0,1.0,0.413,0.081,0,1000,1,9.0
2500 Lier,House,Residence,499000.0,3.0,170.0,0.0,1.0,1.0,50.0,0.0,0.0,119.0,2.0,0.0,2.0,0.78,0.022,1,2500,0,9.0
3582 Koersel,Apartment,Apartment,341500.0,2.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.5,0.134,0,3582,0,5.0
9550 Herzele,Apartment,Apartment,365000.0,3.0,220.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,3.0,0.0,2.0,5.2,0.12,0,9550,0,6.0
8930 Menen,House,Residence,289000.0,3.0,131.0,0.0,0.0,1.0,0.0,1.0,0.0,237.0,2.0,0.0,2.0,1.0,0.114,1,8930,0,6.0
7700 Mouscron,House,Residence,189000.0,3.0,134.0,1.0,0.0,1.0,0.0,1.0,0.0,229.0,2.0,0.0,1.0,0.969,0.108,1,7700,1,6.0
1060 Sint-Gillis,Apartment,Apartment,345000.0,2.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.9,0.119,0,1060,1,4.0
8400 Oostende,Apartment,Penthouse,588000.0,4.0,219.0,0.0,0.0,1.0,68.0,0.0,0.0,0.0,2.0,0.0,2.0,1.7,0.091,0,8400,0,9.0
4100 Seraing,House,Residence,78000.0,3.0,237.0,0.0,0.0,1.0,12.0,1.0,400.0,555.0,3.0,0.0,2.0,4.3,0.2,1,4100,1,5.0
7000 Mons,Apartment,Apartment,189000.0,2.0,74.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.5,0.289,0,7000,1,8.0
1300 Wavre,House,Residence,350000.0,3.0,140.0,0.0,0.0,1.0,40.0,1.0,0.0,200.0,2.0,0.0,2.0,0.739,0.31,1,1300,1,6.0
2340 Beerse,House,Residence,536231.0,4.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,4.0,0.0,2.0,6.5,0.521,1,2340,0,10.0
4550 Nandrin,House,Residence,264500.0,2.0,117.0,1.0,0.0,1.0,0.0,1.0,1352.0,1457.0,3.0,0.0,2.0,12.4,1.6,1,4550,1,3.0
1060 Sint-Gillis,House,Residence,395000.0,4.0,175.0,0.0,0.0,1.0,18.0,1.0,0.0,65.0,2.0,0.0,2.0,0.998,0.346,1,1060,1,4.0
7520 Templeuve,House,Villa,390000.0,3.0,209.0,1.0,0.0,1.0,29.0,1.0,213.0,520.0,4.0,0.0,2.0,5.9,0.08,1,7520,1,6.0
7700 Mouscron,House,Residence,349000.0,3.0,124.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.2,0.309,1,7700,1,5.0
3640 Kinrooi,Apartment,Ground Floor,263000.0,2.0,106.0,0.0,0.0,1.0,24.0,1.0,42.0,0.0,2.0,0.0,2.0,2.472569206067988,0.273,0,3640,0,10.0
7850 Enghien,House,Master House,530000.0,4.0,240.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.841,0.106,1,7850,1,5.0
2300 Turnhout,House,Residence,359000.0,3.0,200.0,1.0,0.0,1.0,12.0,1.0,0.0,208.0,2.0,0.0,2.0,1.8,0.133,1,2300,0,10.0
2018 Antwerp,Apartment,Apartment,895000.0,2.0,160.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,4.0,0.0,2.0,1.4,0.115,0,2018,0,9.0
6940 Barvaux-sur-Ourthe,Apartment,Apartment,85000.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.8,0.237,0,6940,1,5.0
1170 Watermaal-Bosvoorde,House,Residence,499000.0,3.0,154.0,0.0,0.0,0.0,0.0,1.0,50.0,175.0,2.0,0.0,3.0,1.1,0.101,1,1170,1,4.0
1160 Oudergem,Apartment,Apartment,815000.0,4.0,215.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.5,0.381,0,1160,1,3.0
1180 Ukkel,House,Villa,1780000.0,5.0,500.0,1.0,0.0,1.0,20.0,1.0,900.0,1360.0,4.0,0.0,4.0,0.847,0.137,1,1180,1,4.0
1180 Ukkel,Apartment,Apartment,570000.0,2.0,97.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,1.0,0.223,0.487,0,1180,1,10.0
1600 Sint-Pieters-Leeuw,House,Residence,488157.0,3.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,4.0,0.0,2.0,3.5,0.429,1,1600,0,10.0
1050 Elsene,Apartment,Apartment,1290000.0,3.0,194.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.995,0.239,0,1050,1,9.0
7700 Mouscron,House,Residence,300000.0,3.0,175.0,0.0,0.0,1.0,0.0,1.0,0.0,1086.0,4.0,1.0,1.0,0.969,0.108,1,7700,1,4.0
2440 Geel,Apartment,Apartment,254980.0,1.0,77.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.7,0.372,0,2440,0,10.0
8370 Blankenberge,House,Residence,298000.0,2.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,2.707469745444429,0.0,2.0,0.124,0.125,1,8370,0,5.0
1370 Jodoigne,Apartment,Apartment,159000.0,1.0,48.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,2.472569206067988,0.417,0,1370,1,5.0
6180 Courcelles,House,Residence,119900.0,3.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.336,1,6180,1,6.0
4800 Verviers,House,Residence,295000.0,5.0,97.0,1.0,0.0,1.0,0.0,1.0,360.0,478.0,2.707469745444429,0.0,2.0,1.5,0.107,1,4800,1,6.0
3650 Dilsen-Stokkem,House,Residence,431196.0,3.0,168.0,0.0,0.0,1.0,0.0,1.0,0.0,451.0,4.0,0.0,2.0,2.472569206067988,0.423,1,3650,0,5.0
6800 Libramont-Chevigny,Apartment,Apartment,120000.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.518,0.092,0,6800,1,5.0
7800 Ath,House,Residence,210000.0,2.0,155.0,1.0,0.0,1.0,0.0,1.0,400.0,501.0,3.0,0.0,1.0,1.2,0.019,1,7800,1,4.0
8700 Aarsele,House,Residence,384500.0,3.0,154.0,0.0,0.0,1.0,0.0,1.0,0.0,258.0,3.0,0.0,2.0,2.2,0.276,1,8700,0,10.0
1400 Nivelles,House,Residence,365000.0,4.0,183.0,0.0,0.0,1.0,12.0,1.0,250.0,354.0,2.0,0.0,1.0,1.3,0.274,1,1400,1,5.0
1640 Sint-Genesius-Rode,House,Residence,750000.0,3.0,244.0,0.0,0.0,1.0,0.0,1.0,0.0,697.0,3.0,0.0,2.0,0.557,0.202,1,1640,0,4.0
9300 Aalst,Apartment,Apartment,950000.0,2.0,150.0,0.0,0.0,1.0,170.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.4,0.268,0,9300,0,10.0
8500 Kortrijk,House,Residence,590000.0,3.0,218.0,0.0,0.0,1.0,0.0,1.0,0.0,433.0,3.0,0.0,2.0,2.4,0.381,1,8500,0,6.0
7700 Mouscron,House,Residence,139000.0,2.0,150.0,1.0,0.0,1.0,10.0,1.0,60.0,149.0,2.0,0.0,2.0,0.969,0.108,1,7700,1,4.0
4040 Herstal,Apartment,Apartment,185000.0,3.0,108.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,1.0,1.3,0.166,0,4040,1,3.0
4610 Beyne-Heusay,House,Residence,149000.0,5.0,200.0,1.0,0.0,1.0,10.0,1.0,130.0,280.0,3.0,0.0,2.0,5.6,0.111,1,4610,1,3.0
6220 Fleurus,House,Residence,225000.0,4.0,200.0,0.0,0.0,1.0,0.0,1.0,0.0,240.0,2.0,0.0,2.0,0.5,0.149,1,6220,1,3.0
2018 Antwerp,Apartment,Apartment,549000.0,4.0,195.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.672,0.154,0,2018,0,5.0
9300 Aalst,Apartment,Apartment,264000.0,1.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.5,0.546,0,9300,0,10.0
3640 Kinrooi,Apartment,Apartment,245000.0,2.0,98.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,2.472569206067988,0.273,0,3640,0,10.0
8670 Sint-Idesbald,Apartment,Apartment,448000.0,2.0,99.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.7,0.454,0,8670,0,9.0
1030 Schaarbeek,House,Mixed Building,1200000.0,5.0,524.0,1.0,0.0,1.0,0.0,1.0,300.0,515.0,2.0,0.0,3.0,1.1,0.148,1,1030,1,3.0
4040 Herstal,House,Residence,199000.0,4.0,199.0,1.0,0.0,1.0,49.0,1.0,170.0,230.0,4.0,0.0,2.0,2.0,0.246,1,4040,1,6.0
5000 Namur,House,Residence,425000.0,4.0,158.0,1.0,0.0,1.0,15.0,1.0,302.0,302.0,4.0,0.0,2.0,3.8,0.122,1,5000,1,10.0
1060 Sint-Gillis,Apartment,Penthouse,865000.0,4.0,197.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,2.0,0.0,2.0,1.3,0.272,0,1060,1,6.0
9080 Lochristi,House,Residence,389000.0,4.0,166.0,0.0,0.0,1.0,46.0,1.0,400.0,544.0,3.0,0.0,2.0,2.4,0.899,1,9080,0,4.0
1700 Dilbeek,Apartment,Apartment,380000.0,3.0,105.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,3.3,0.054,0,1700,0,9.0
4600 Visé,Apartment,Apartment,458200.0,3.0,141.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,3.0,0.0,1.0,1.7,0.013,0,4600,1,10.0
2600 Berchem,Apartment,Apartment,425000.0,3.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.3,0.22,0,2600,0,6.0
7370 Dour,House,Villa,330000.0,4.0,150.0,1.0,0.0,1.0,27.0,1.0,0.0,1340.0,4.0,0.0,2.0,3.7,0.051,1,7370,1,6.0
8890 Moorslede,House,Residence,389000.0,4.0,220.0,0.0,0.0,1.0,29.0,1.0,0.0,411.0,2.0,0.0,2.0,8.4,0.334,1,8890,0,5.0
2310 Rijkevorsel,Apartment,Apartment,257000.0,1.0,64.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,4.0,0.0,2.0,2.472569206067988,0.04,0,2310,0,10.0
1081 Koekelberg,Apartment,Apartment,195000.0,2.0,85.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.767,0.02,0,1081,1,6.0
2440 Geel,Apartment,Apartment,334059.0,3.0,107.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.056,0.116,0,2440,0,10.0
1150 Sint-Pieters-Woluwe,House,Villa,2250000.0,5.0,365.0,1.0,0.0,1.0,50.0,1.0,1000.0,1571.0,4.0,0.0,4.0,2.5,0.37,1,1150,1,9.0
8300 Knokke-Heist,Apartment,Apartment,599000.0,3.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.346,0.293,0,8300,0,5.0
4430 Ans,House,Residence,219000.0,3.0,135.0,1.0,0.0,0.0,0.0,1.0,120.0,155.0,2.0,0.0,2.0,0.645,0.191,1,4430,1,6.0
4130 Esneux,House,Villa,395000.0,3.0,143.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.2,1.4,1,4130,1,6.0
2100 Deurne,Apartment,Apartment,335000.0,2.0,106.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,2.9,1.1,0,2100,0,9.0
1700 Dilbeek,House,Residence,590000.0,3.0,166.0,0.0,0.0,0.0,0.0,1.0,0.0,1434.0,2.707469745444429,0.0,2.0,4.1,0.983,1,1700,0,8.0
9400 Ninove,House,Residence,199000.0,3.0,171.0,1.0,0.0,1.0,0.0,1.0,0.0,463.0,2.0,0.0,2.0,0.488,0.505,1,9400,0,5.0
7500 Tournai,Apartment,Apartment,159000.0,2.0,75.0,1.0,0.0,1.0,13.0,1.0,28.0,0.0,2.0,0.0,1.0,1.4,0.066,0,7500,1,8.0
9450 Haaltert,Apartment,Duplex,325000.0,2.0,109.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,2.0,0.0,2.0,0.239,0.123,0,9450,0,10.0
1390 Grez-Doiceau,House,Villa,975000.0,5.0,303.0,1.0,0.0,1.0,0.0,1.0,1420.0,1420.0,4.0,0.0,4.0,3.5,0.051,1,1390,1,9.0
9120 Beveren,House,Residence,340000.0,3.0,199.0,1.0,0.0,1.0,39.0,1.0,445.0,610.0,3.0,0.0,1.0,5.5,0.364,1,9120,0,4.0
9000 Gent,Apartment,Apartment,444800.0,3.0,144.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,1.0,2.7,0.245,0,9000,0,6.0
1380 Lasne,House,Residence,1100000.0,4.0,260.0,1.0,0.0,1.0,60.0,1.0,2400.0,2500.0,4.0,1.0,2.0,5.2,0.256,1,1380,1,6.0
7110 Houdeng-Goegnies,House,Residence,69000.0,3.0,113.0,0.0,0.0,0.0,0.0,1.0,0.0,135.0,2.0,0.0,1.0,1.7,0.396,1,7110,1,4.0
5100 Jambes,Apartment,Apartment,215000.0,2.0,103.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.395,0.03,0,5100,1,5.0
2650 Edegem,Apartment,Apartment,299500.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.643,0.231,0,2650,0,8.0
1160 Oudergem,Apartment,Apartment,905000.0,3.0,144.0,0.0,0.0,1.0,34.0,1.0,0.0,0.0,2.0,0.0,3.0,2.1,0.429,0,1160,1,10.0
9080 Lochristi,Apartment,Apartment,285000.0,2.0,75.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,3.4,0.188,0,9080,0,4.0
3000 Leuven,Apartment,Apartment,298000.0,2.0,82.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.465,0,3000,0,6.0
8210 Zedelgem,Apartment,Apartment,393000.0,3.0,120.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,3.2,0.482,0,8210,0,10.0
7340 Colfontaine,House,Residence,180000.0,4.0,165.0,1.0,0.0,0.0,0.0,1.0,0.0,290.0,2.0,1.0,1.0,2.472569206067988,0.32696615201900237,1,7340,1,3.0
8300 Knokke-Heist,Apartment,Apartment,1050000.0,3.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.4,0.293,0,8300,0,5.0
5060 Auvelais,Apartment,Apartment,155000.0,1.0,62.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,1.1,0.039,0,5060,1,5.0
6060 Gilly,House,Residence,134900.0,2.0,200.0,0.0,0.0,1.0,43.0,0.0,0.0,218.0,3.0,0.0,1.0,1.6,0.036,1,6060,1,4.0
8570 Anzegem,Apartment,Apartment,330000.0,2.0,96.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,2.0,0.0,2.0,1.4,0.045,0,8570,0,10.0
9500 Geraardsbergen,House,Residence,375000.0,2.0,173.0,0.0,0.0,1.0,0.0,1.0,0.0,1351.0,4.0,0.0,2.0,0.924,0.441,1,9500,0,5.0
4000 Liege,House,Residence,249000.0,5.0,147.0,1.0,0.0,1.0,6.0,0.0,0.0,127.0,2.0,0.0,2.0,1.5,0.161,1,4000,1,6.0
9470 Denderleeuw,Apartment,Ground Floor,159000.0,2.0,75.0,1.0,0.0,1.0,60.0,0.0,0.0,0.0,2.0,0.0,1.0,0.039,0.053,0,9470,0,6.0
9940 Evergem,House,Residence,369000.0,4.0,175.0,1.0,0.0,1.0,0.0,1.0,85.0,230.0,3.0,0.0,2.0,1.6,0.045,1,9940,0,6.0
5630 Cerfontaine,House,Mixed Building,149000.0,4.0,194.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,3.0,0.0,2.0,4.7,0.274,1,5630,1,5.0
1180 Ukkel,Apartment,Apartment,550000.0,4.0,145.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,4.0,0.0,2.0,2.1,0.213,0,1180,1,9.0
1370 Jodoigne,House,Residence,733452.0,4.0,346.0,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,4.0,0.0,2.0,2.472569206067988,0.071,1,1370,1,10.0
2590 Berlaar,House,Residence,349000.0,3.0,223.0,0.0,0.0,1.0,0.0,1.0,0.0,1237.0,4.0,0.0,2.0,0.432,0.314,1,2590,0,4.0
4030 Grivegnée,House,Residence,175000.0,2.0,109.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0,3.0,0.0,2.0,2.0,0.138,1,4030,1,5.0
9500 Geraardsbergen,Apartment,Penthouse,395000.0,2.0,143.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,3.0,0.0,2.0,1.8,0.657,0,9500,0,9.0
1060 Sint-Gillis,Apartment,Apartment,650000.0,3.0,205.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.804,0.014,0,1060,1,9.0
7700 Mouscron,House,Residence,259000.0,4.0,289.0,0.0,0.0,1.0,45.0,0.0,0.0,216.0,2.0,0.0,3.0,0.969,0.108,1,7700,1,5.0
1000 Brussels,House,Residence,980000.0,7.0,286.0,0.0,0.0,1.0,60.0,1.0,175.0,231.0,2.0,0.0,2.0,0.34,0.08,1,1000,1,5.0
2140 Borgerhout,Apartment,Apartment,209000.0,2.0,83.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.6,0.503,0,2140,0,6.0
1731 Zellik,House,Residence,485000.0,3.0,131.0,1.0,0.0,1.0,0.0,1.0,0.0,536.0,4.0,0.0,2.0,1.7,0.873,1,1731,0,9.0
2800 Mechelen,House,Residence,299000.0,4.0,164.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,2.0,0.0,2.0,1.1,0.279,1,2800,0,6.0
5000 Namur,Apartment,Ground Floor,200000.0,1.0,47.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.796,0.155,0,5000,1,10.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,185000.0,2.0,75.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.5,0.143,0,1080,1,4.0
1050 Elsene,Apartment,Apartment,690000.0,3.0,123.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,1.2,0.235,0,1050,1,9.0
1800 Vilvoorde,House,Residence,399000.0,3.0,153.0,1.0,0.0,1.0,20.0,0.0,0.0,100.0,2.0,0.0,2.0,4.2,1.0,1,1800,0,6.0
1745 Opwijk,House,Residence,444000.0,3.0,164.0,0.0,0.0,0.0,0.0,1.0,0.0,700.0,3.0,0.0,2.0,3.4,0.214,1,1745,0,10.0
2580 Putte,Apartment,Penthouse,699000.0,2.0,140.0,1.0,0.0,1.0,86.0,1.0,0.0,0.0,3.0,0.0,1.0,6.6,0.326,0,2580,0,9.0
9200 Dendermonde,House,Residence,239000.0,3.0,198.0,0.0,0.0,0.0,0.0,1.0,200.0,270.0,2.707469745444429,0.0,2.0,0.806,0.891,1,9200,0,6.0
8300 Knokke-Heist,Apartment,Apartment,565000.0,2.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.1,0.064,0,8300,0,8.0
3140 Keerbergen,Apartment,Penthouse,515000.0,3.0,141.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,6.0,0.519,0,3140,0,5.0
3550 Heusden-Zolder,Apartment,Duplex,625000.0,2.0,153.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,5.7,0.181,0,3550,0,5.0
