property_type,subtype,price_eur,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,num_bathrooms,dist_train_km,dist_bus_km,postal_code,wallonie_bx,building_state
Apartment,Triplex,395000.0,2.0,120.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.894,0.078,1000,1,6.0
House,Residence,451177.0,4.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,1370.0,4.0,0.0,2.0,1.3,0.019,4500,1,10.0
House,Residence,450000.0,5.0,279.0,0.0,0.0,1.0,0.0,1.0,0.0,448.0,3.0,0.0,3.0,2.2,0.124,6032,1,6.0
Apartment,Apartment,310000.0,2.0,84.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.8,0.254,5100,1,10.0
House,Residence,245000.0,2.0,100.0,0.0,0.0,1.0,43.0,1.0,77.0,120.0,2.0,0.0,1.0,1.7,0.051,6760,1,6.0
Apartment,Duplex,1450000.0,3.0,238.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.847,0.137,1180,1,9.0
Apartment,Apartment,362000.0,2.0,90.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,4.0,0.0,2.0,0.248,0.133,1140,1,10.0
Apartment,Apartment,295000.0,2.0,84.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.632,0.285,1040,1,6.0
House,Residence,410000.0,3.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,2.0,0.915,0.387,3500,0,5.0
Apartment,Duplex,219000.0,3.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.9,0.115,1070,1,9.0
Apartment,Apartment,539000.0,2.0,184.0,0.0,0.0,1.0,15.0,1.0,105.0,0.0,2.0,0.0,2.0,0.975,0.125,1030,1,5.0
Apartment,Apartment,790000.0,3.0,160.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,3.0,1.0,3.0,1.3,0.598,1180,1,9.0
House,Master House,320000.0,4.0,171.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.551,0.167,6700,1,5.0
House,Residence,652500.0,4.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.35,3680,0,5.0
House,Master House,249000.0,5.0,225.0,1.0,0.0,0.0,0.0,1.0,95.0,195.0,3.0,0.0,3.0,1.5,0.33,4020,1,4.0
Apartment,Apartment,449000.0,3.0,130.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,0.847,0.137,1180,1,5.0
House,Residence,495000.0,3.0,163.0,0.0,0.0,1.0,0.0,1.0,0.0,550.0,3.0,0.0,3.0,0.475,0.48,2590,0,6.0
Apartment,Apartment,225000.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.961,0.358,8301,0,5.0
House,Residence,459039.0,4.0,216.0,0.0,0.0,0.0,0.0,1.0,895.0,989.0,3.0,0.0,2.0,8.4,0.102,1350,1,10.0
Apartment,Apartment,189000.0,1.0,53.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.342,0.22,2018,0,6.0
Apartment,Apartment,265000.0,2.0,92.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.1,0.771,2550,0,9.0
Apartment,Apartment,335000.0,3.0,98.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0,0.745,0.138,1800,0,6.0
Apartment,Apartment,259000.0,2.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.3,0.33,2440,0,6.0
Apartment,Apartment,155000.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.926,0.092,1210,1,9.0
House,Residence,185000.0,3.0,143.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.707469745444429,0.0,2.0,2.4,0.093,6240,1,5.0
Apartment,Apartment,225000.0,1.0,50.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.376,0.216,1160,1,6.0
House,Residence,349000.0,6.0,200.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,2.0,0.0,2.0,1.2,0.752,1020,1,5.0
Apartment,Triplex,265000.0,2.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.581,0.271,1020,1,8.0
House,Villa,305000.0,2.0,111.0,0.0,0.0,1.0,0.0,1.0,25.0,92.0,2.0,0.0,1.0,0.774,0.354,1080,1,6.0
House,Residence,249000.0,4.0,152.0,0.0,0.0,1.0,0.0,1.0,30.0,360.0,3.0,0.0,2.0,8.2,0.145,3530,0,6.0
Apartment,Duplex,275000.0,3.0,128.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.2,0.185,9160,0,6.0
Apartment,Apartment,154500.0,1.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.4,0.118,1070,1,5.0
House,Residence,425000.0,4.0,200.0,0.0,0.0,1.0,0.0,1.0,0.0,4700.0,4.0,1.0,3.0,8.5,0.155,1350,1,4.0
Apartment,Apartment,315000.0,3.0,114.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.707,0.316,8870,0,5.0
Apartment,Apartment,321081.0,2.0,111.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.924,3650,0,5.0
Apartment,Ground Floor,254000.0,2.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.1,0.638,2170,0,4.0
House,Residence,545000.0,3.0,233.0,0.0,0.0,1.0,20.0,1.0,436.0,558.0,3.0,0.0,2.0,2.7,0.67,9040,0,6.0
House,Residence,279000.0,3.0,217.0,0.0,0.0,1.0,0.0,1.0,0.0,683.0,4.0,0.0,2.0,3.0,0.04,2400,0,5.0
Apartment,Ground Floor,449000.0,3.0,113.0,1.0,0.0,1.0,15.0,1.0,57.0,0.0,2.0,0.0,2.0,1.7,0.021,1140,1,10.0
House,Residence,68000.0,2.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.167,0.246,7860,1,4.0
House,Villa,1385000.0,7.0,850.0,1.0,0.0,1.0,0.0,1.0,0.0,2007.0,4.0,0.0,2.0,0.245,0.389,1330,1,9.0
House,Residence,230000.0,2.0,84.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,4.7,0.299,4610,1,6.0
House,Residence,309000.0,3.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,2.0,0.0,1.0,2.0,0.22,2170,0,6.0
House,Residence,327333.0,3.0,198.0,0.0,0.0,1.0,15.0,1.0,0.0,490.0,3.0,0.0,2.0,3.9,0.9,4460,1,6.0
Apartment,Apartment,189000.0,2.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.646,0.089,4860,1,5.0
House,Mixed Building,645000.0,5.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,2.0,0.0,2.0,0.604,0.224,1420,1,3.0
Apartment,Apartment,210000.0,1.0,61.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,6.7,0.203,2861,0,5.0
Apartment,Apartment,280000.0,2.0,71.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.804,0.099,1080,1,6.0
House,Residence,695000.0,3.0,285.0,1.0,0.0,0.0,0.0,0.0,0.0,778.0,3.0,0.0,2.0,1.8,0.406,3550,0,6.0
Apartment,Apartment,345000.0,2.0,99.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.326,3680,0,5.0
House,Residence,350000.0,2.0,70.0,1.0,0.0,1.0,30.0,0.0,0.0,66.0,2.0,0.0,2.0,2.6,0.325,8000,0,8.0
House,Residence,269000.0,3.0,124.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,2.0,0.0,1.0,0.933,0.067,8800,0,5.0
Apartment,Apartment,215000.0,1.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.7,0.38,2300,0,6.0
House,Residence,169000.0,4.0,195.0,0.0,0.0,0.0,0.0,1.0,0.0,525.0,2.707469745444429,0.0,1.0,2.6,2.0,3970,0,4.0
Apartment,Apartment,179000.0,1.0,81.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.9,0.017,1090,1,3.0
Apartment,Apartment,199000.0,2.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.5,0.23,4000,1,6.0
House,Residence,199000.0,2.0,117.0,0.0,0.0,1.0,25.0,0.0,0.0,120.0,3.0,0.0,1.0,1.6,0.126,9500,0,6.0
House,Residence,845000.0,5.0,224.0,1.0,0.0,1.0,54.0,1.0,3563.0,3699.0,4.0,0.0,3.0,2.472569206067988,0.384,4960,1,9.0
Apartment,Apartment,239000.0,1.0,71.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,1.1,0.201,9500,0,9.0
House,Bungalow,250000.0,3.0,85.0,1.0,0.0,1.0,12.0,1.0,342.0,628.0,4.0,0.0,2.0,0.527,0.016,1480,1,4.0
House,Residence,284900.0,4.0,172.0,1.0,0.0,1.0,11.0,1.0,85.0,235.0,2.0,0.0,2.0,1.4,0.039,4032,1,3.0
House,Residence,199000.0,4.0,165.0,0.0,0.0,1.0,45.0,0.0,0.0,160.0,2.0,0.0,2.0,1.2,0.638,4430,1,6.0
Apartment,Apartment,277500.0,2.0,89.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.86,0.328,9100,0,9.0
House,Villa,595000.0,5.0,500.0,0.0,0.0,1.0,150.0,1.0,1000.0,1893.0,4.0,1.0,2.0,5.7,0.13,4470,1,7.0
Apartment,Apartment,149000.0,2.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.842,0.119,6800,1,3.0
House,Residence,396691.0,3.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,2.0,0.0,2.0,0.745,0.138,1800,0,10.0
Apartment,Apartment,344000.0,1.0,67.0,0.0,0.0,1.0,8.0,1.0,125.0,0.0,2.0,0.0,2.0,4.3,0.044,4052,1,10.0
Apartment,Apartment,229000.0,2.0,80.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.5,0.201,2170,0,9.0
Apartment,Apartment,495000.0,3.0,174.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.1,0.05,2610,0,6.0
House,Residence,149999.0,2.0,155.0,1.0,0.0,1.0,65.0,1.0,88.0,300.0,2.0,0.0,2.0,3.2,0.115,6140,1,10.0
Apartment,Apartment,460000.0,2.0,140.0,1.0,0.0,1.0,0.0,1.0,50.0,0.0,2.0,0.0,1.0,0.555,0.211,1000,1,6.0
Apartment,Apartment,330000.0,2.0,131.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.2,0.111,3800,0,5.0
House,Residence,599000.0,5.0,208.0,1.0,0.0,1.0,60.0,1.0,762.0,762.0,3.0,1.0,2.0,1.4,0.638,6790,1,9.0
House,Residence,399000.0,2.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0.0,1.0,1.9,0.115,1070,1,5.0
Apartment,Apartment,244328.0,2.0,85.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.088,0.104,2440,0,10.0
Apartment,Apartment,275000.0,2.0,92.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.4,0.654,1731,0,6.0
House,Residence,395000.0,1.0,100.0,1.0,0.0,1.0,35.0,1.0,0.0,229.0,2.0,0.0,1.0,1.6,0.267,1410,1,8.0
House,Residence,299000.0,3.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.6,0.123,1430,1,6.0
House,Residence,345000.0,2.0,216.0,0.0,0.0,1.0,0.0,1.0,0.0,627.0,3.0,0.0,2.0,0.504,0.193,2440,0,6.0
House,Residence,495000.0,4.0,170.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,7.6,0.935,8420,0,10.0
House,Residence,699000.0,5.0,288.0,0.0,0.0,1.0,20.0,1.0,80.0,232.0,2.0,0.0,2.0,2.8,0.22,1020,1,6.0
House,Residence,449000.0,3.0,269.0,0.0,0.0,1.0,0.0,1.0,0.0,1095.0,3.0,0.0,2.0,7.6,0.166,2380,0,5.0
Apartment,Apartment,244560.0,2.0,93.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.4,0.066,7500,1,10.0
Apartment,Apartment,215000.0,2.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.999,0.129,4870,1,10.0
House,Residence,239000.0,3.0,126.0,0.0,0.0,1.0,0.0,1.0,0.0,130.0,2.0,0.0,1.0,0.532,0.026,9500,0,6.0
Apartment,Apartment,769000.0,2.0,124.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,2.0,0.0,1.0,0.759,0.603,9000,0,9.0
Apartment,Apartment,223500.0,1.0,48.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.687,0.181,2060,0,5.0
House,Residence,75000.0,1.0,64.0,0.0,0.0,1.0,21.0,1.0,0.0,306.0,2.0,0.0,1.0,1.2,0.216,7140,1,4.0
Apartment,Apartment,405000.0,2.0,112.0,1.0,0.0,1.0,27.0,0.0,0.0,0.0,3.0,0.0,2.0,4.7,0.101,2350,0,10.0
Apartment,Apartment,139000.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.626,0.281,4300,1,4.0
Apartment,Apartment,225000.0,2.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.656,0.21,1000,1,3.0
House,Residence,130000.0,2.0,154.0,1.0,0.0,1.0,0.0,0.0,0.0,130.0,3.0,0.0,2.0,0.272,0.273,5660,1,6.0
Apartment,Apartment,495000.0,2.0,78.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.3,0.54,1160,1,9.0
House,Master House,479000.0,4.0,180.0,1.0,0.0,1.0,80.0,0.0,0.0,156.0,2.0,0.0,3.0,1.4,0.081,4000,1,9.0
House,Residence,450000.0,8.0,350.0,0.0,0.0,1.0,0.0,1.0,1500.0,2670.0,4.0,0.0,3.0,3.5,0.263,5140,1,4.0
House,Villa,895000.0,3.0,240.0,1.0,0.0,1.0,45.0,1.0,500.0,801.0,4.0,1.0,3.0,3.4,0.246,1780,0,9.0
House,Residence,695000.0,5.0,330.0,0.0,0.0,1.0,0.0,1.0,155.0,317.0,2.0,0.0,2.0,1.6,0.181,1030,1,3.0
House,Residence,175000.0,4.0,134.0,0.0,0.0,0.0,0.0,1.0,0.0,455.0,2.707469745444429,0.0,2.0,1.3,0.058,4032,1,5.0
House,Villa,485000.0,3.0,204.0,1.0,0.0,1.0,0.0,1.0,0.0,592.0,4.0,0.0,2.0,10.4,0.34,8470,0,5.0
Apartment,Apartment,249000.0,1.0,71.0,0.0,0.0,1.0,0.0,1.0,55.0,0.0,2.707469745444429,0.0,1.0,1.6,0.449,2640,0,6.0
House,Residence,120000.0,2.0,126.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0,2.0,0.0,1.0,0.641,0.106,6700,1,4.0
House,Residence,401500.0,3.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,3.0,0.0,2.0,0.681,0.206,9160,0,5.0
House,Residence,349000.0,3.0,135.0,1.0,0.0,1.0,0.0,1.0,700.0,1000.0,4.0,0.0,1.0,3.9,0.256,6140,1,6.0
House,Residence,592500.0,4.0,195.0,0.0,0.0,1.0,15.0,1.0,264.0,264.0,3.0,0.0,2.0,1.5,0.11,3070,0,10.0
House,Residence,3650000.0,7.0,760.0,1.0,0.0,1.0,20.0,1.0,90.0,345.0,2.0,0.0,6.0,0.986,0.302,1050,1,9.0
House,Residence,1600000.0,5.0,320.0,1.0,0.0,1.0,0.0,1.0,150.0,550.0,4.0,0.0,3.0,0.428,0.027,1180,1,6.0
Apartment,Apartment,220000.0,2.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.767,0.355,1030,1,6.0
House,Residence,285000.0,3.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,3.0,0.788,0.069,4000,1,3.0
Apartment,Apartment,1700000.0,3.0,224.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,4.0,0.0,3.0,2.5,0.37,1150,1,10.0
Apartment,Apartment,130000.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.768,0.47,2060,0,4.0
House,Residence,1295000.0,5.0,547.0,0.0,0.0,1.0,100.0,1.0,2500.0,3326.0,4.0,1.0,2.0,3.5,0.081,1500,0,9.0
House,Residence,248000.0,3.0,200.0,0.0,0.0,1.0,18.0,0.0,0.0,120.0,2.0,0.0,3.0,0.429,0.301,4800,1,5.0
House,Residence,209000.0,3.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,2.707469745444429,0.0,2.0,1.9,0.244,3800,0,5.0
Apartment,Apartment,330000.0,2.0,112.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.4,0.048,1030,1,5.0
Apartment,Apartment,189000.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.944,0.369,1060,1,4.0
Apartment,Apartment,219000.0,2.0,80.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,1.9,0.786,1120,1,5.0
Apartment,Apartment,295000.0,2.0,96.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.081,1030,1,6.0
House,Residence,348000.0,3.0,105.0,0.0,0.0,1.0,0.0,1.0,0.0,616.0,3.0,0.0,2.0,1.8,1.1,6941,1,10.0
House,Residence,375000.0,3.0,105.0,0.0,0.0,1.0,0.0,1.0,0.0,5833.0,4.0,0.0,2.0,1.4,0.664,1702,0,4.0
House,Residence,99000.0,3.0,129.0,0.0,0.0,1.0,43.0,1.0,0.0,165.0,2.0,0.0,3.0,1.6,0.119,4000,1,4.0
House,Residence,544281.0,3.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,4.0,0.0,2.0,0.817,0.217,2845,0,10.0
Apartment,Apartment,166000.0,1.0,56.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,10.0,0.474,9990,0,10.0
House,Residence,750000.0,5.0,260.0,1.0,0.0,1.0,80.0,1.0,5682.0,6347.0,3.0,1.0,3.0,4.7,0.607,7180,1,6.0
House,Residence,135000.0,3.0,200.0,1.0,0.0,0.0,0.0,1.0,100.0,295.0,2.0,0.0,1.0,2.2,0.026,4420,1,4.0
Apartment,Apartment,229000.0,2.0,94.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,1.7,3630,0,5.0
Apartment,Apartment,249000.0,1.0,78.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.3,0.254,2830,0,5.0
House,Residence,849000.0,3.0,209.0,1.0,0.0,1.0,0.0,1.0,400.0,607.0,3.0,0.0,2.0,5.2,0.603,1150,1,6.0
House,Residence,825000.0,5.0,213.0,0.0,0.0,1.0,0.0,1.0,687.0,797.0,4.0,0.0,3.0,2.1,0.404,1410,1,9.0
House,Residence,403136.0,3.0,127.0,0.0,0.0,0.0,0.0,1.0,0.0,130.0,2.0,0.0,2.0,6.7,0.123,9041,0,5.0
House,Residence,385000.0,3.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,206.0,2.0,0.0,2.0,5.1,0.168,8730,0,5.0
Apartment,Apartment,495000.0,2.0,113.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,4.0,0.0,2.0,0.435,0.285,1050,1,6.0
Apartment,Apartment,930000.0,3.0,133.0,0.0,0.0,1.0,19.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,0.271,1200,1,10.0
House,Residence,1440000.0,8.0,450.0,1.0,0.0,1.0,30.0,1.0,120.0,274.0,2.0,0.0,3.0,0.995,0.239,1050,1,9.0
House,Residence,329000.0,4.0,128.0,0.0,0.0,1.0,0.0,1.0,0.0,382.0,2.0,0.0,2.0,6.1,0.098,9041,0,9.0
House,Mixed Building,290000.0,4.0,280.0,1.0,0.0,0.0,0.0,0.0,0.0,218.0,3.0,0.0,3.0,4.5,0.016,8930,0,6.0
Apartment,Apartment,290000.0,2.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.6,0.11,1200,1,4.0
Apartment,Apartment,1600000.0,3.0,220.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,1.0,4.0,2.5,0.068,1050,1,5.0
Apartment,Apartment,375000.0,3.0,116.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.6,0.263,2000,0,6.0
Apartment,Apartment,645000.0,3.0,135.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,3.7,0.368,9820,0,5.0
Apartment,Ground Floor,299000.0,2.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.1,0.023,1083,1,6.0
Apartment,Apartment,498000.0,3.0,142.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.116,4960,1,5.0
Apartment,Apartment,115000.0,2.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.1,0.139,6060,1,9.0
House,Residence,375000.0,4.0,216.0,0.0,0.0,0.0,0.0,1.0,17.0,72.0,2.0,0.0,4.0,1.1,0.477,2000,0,4.0
House,Residence,466000.0,4.0,205.0,0.0,0.0,1.0,23.0,1.0,350.0,515.0,3.0,0.0,2.0,0.493,0.32696615201900237,3130,0,10.0
Apartment,Apartment,260000.0,2.0,95.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.6,0.423,1080,1,6.0
Apartment,Penthouse,575000.0,2.0,119.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.3,0.667,1160,1,6.0
Apartment,Apartment,340000.0,2.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.72,0.179,1400,1,9.0
House,Residence,259000.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,53.0,116.0,2.0,0.0,1.0,2.1,0.485,2170,0,6.0
Apartment,Apartment,442500.0,3.0,107.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,2.0,0.763,0.215,1082,1,10.0
Apartment,Apartment,212000.0,2.0,78.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,3.3,0.231,6220,1,10.0
Apartment,Apartment,319000.0,2.0,114.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.751,0.478,2830,0,5.0
Apartment,Apartment,295000.0,2.0,85.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,1.0,2.7,0.106,1420,1,9.0
Apartment,Apartment,269000.0,1.0,70.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.514,0.023,2000,0,5.0
Apartment,Apartment,532500.0,2.0,89.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,4.4,0.077,8670,0,10.0
Apartment,Apartment,232875.0,2.0,90.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.8,1.3,6940,1,5.0
House,Mixed Building,299000.0,4.0,228.0,1.0,0.0,1.0,25.0,1.0,65.0,192.0,3.0,0.0,2.0,2.4,0.174,8310,0,6.0
House,Cottage,299000.0,3.0,144.0,1.0,1.0,1.0,30.0,1.0,400.0,595.0,4.0,0.0,1.0,2.5,0.187,5555,1,6.0
Apartment,Apartment,202000.0,1.0,58.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,1.3,0.167,2300,0,10.0
House,Residence,139000.0,4.0,140.0,0.0,0.0,0.0,0.0,1.0,0.0,577.0,2.0,0.0,1.0,9.2,0.231,8680,0,5.0
Apartment,Apartment,359000.0,3.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,5.5,0.561,8670,0,8.0
Apartment,Apartment,365000.0,2.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.8,0.121,1200,1,6.0
House,Residence,199000.0,3.0,140.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,3.3,0.367,6031,1,5.0
Apartment,Apartment,365000.0,2.0,91.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.2,0.202,8370,0,9.0
House,Villa,549000.0,4.0,157.0,1.0,0.0,1.0,22.0,1.0,400.0,625.0,4.0,0.0,2.0,5.7,0.321,1440,1,6.0
House,Residence,115000.0,5.0,165.0,0.0,0.0,1.0,25.0,1.0,110.0,285.0,2.0,0.0,2.0,0.368,0.005,4400,1,4.0
House,Residence,330000.0,3.0,130.0,0.0,0.0,1.0,0.0,1.0,0.0,164.0,3.0,0.0,2.0,2.8,1.1,8020,0,5.0
House,Residence,495000.0,4.0,231.0,0.0,0.0,1.0,0.0,1.0,0.0,1118.0,4.0,0.0,2.0,1.6,0.989,9200,0,6.0
House,Residence,497500.0,3.0,214.0,0.0,0.0,0.0,0.0,1.0,123.0,313.0,2.707469745444429,0.0,2.0,3.4,0.319,8540,0,5.0
House,Residence,1795000.0,7.0,895.0,1.0,0.0,1.0,100.0,1.0,5050.0,5945.0,4.0,1.0,6.0,0.533,0.124,7850,1,9.0
Apartment,Apartment,299000.0,2.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.039,1080,1,6.0
Apartment,Apartment,220000.0,1.0,50.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.8,0.405,9000,0,4.0
House,Residence,50000.0,3.0,140.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.5,0.065,7370,1,4.0
Apartment,Apartment,269000.0,1.0,60.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,4.5,0.098,9041,0,10.0
House,Residence,185000.0,3.0,107.0,1.0,0.0,0.0,0.0,1.0,486.0,486.0,3.0,0.0,2.0,8.7,0.253,6880,1,6.0
