locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km
1080 Sint-Jans-Molenbeek,Apartment,Apartment,250000,for sale,2.0,100.0,1.0,None,1.0,None,None,None,None,2.0,0.0,Normal,None,1.5,0.044
4030 Grivegnée,House,Residence,249000,for sale,2.0,211.0,1.0,0.0,1.0,None,1.0,88.0,150.0,3.0,0.0,None,2.0,2.2,0.156
6220 Fleurus,Apartment,Apartment,208000,for sale,2.0,79.0,None,0.0,1.0,9.0,0.0,None,None,None,None,New,1.0,3.3,0.231
8800 Roeselare,House,Residence,322847,for sale,3.0,156.0,None,None,0.0,None,0.0,None,270.0,3.0,None,None,None,0.84,0.082
4900 Spa,Apartment,Penthouse,590000,for sale,3.0,189.0,None,None,1.0,22.0,0.0,None,None,2.0,None,None,None,4.5,0.078
1730 Asse,House,Villa,745000,for sale,3.0,190.0,None,0.0,0.0,None,1.0,None,16520.0,None,1.0,Normal,1.0,1.8,0.736
8000 Brugge,House,Residence,625000,for sale,4.0,244.0,1.0,None,None,None,1.0,None,205.0,3.0,None,New,3.0,1.9,0.217
3440 Zoutleeuw,House,Residence,320000,for sale,3.0,188.0,None,None,0.0,None,1.0,None,1080.0,2.0,None,None,2.0,4.4,0.221
1030 Schaarbeek,House,Residence,595000,for sale,4.0,202.0,None,0.0,0.0,None,1.0,37.0,96.0,2.0,None,To be renovated,None,0.655,0.197
1040 Etterbeek,Apartment,Apartment,849000,for sale,2.0,None,None,0.0,1.0,None,1.0,None,None,2.0,None,New,None,1.4,0.242
1080 Sint-Jans-Molenbeek,Apartment,Apartment,505000,for sale,3.0,113.0,1.0,None,1.0,19.0,0.0,None,None,2.0,0.0,New,1.0,1.8,0.173
4020 Liege,House,Residence,149999,for sale,5.0,150.0,None,0.0,1.0,30.0,0.0,None,120.0,2.0,0.0,To renovate,1.0,0.34,0.012
6461 Virelles,House,Residence,110000,for sale,4.0,None,None,None,0.0,None,0.0,None,None,None,None,None,None,None,0.104
7181 Arquennes,House,Residence,420000,for sale,4.0,151.0,None,0.0,1.0,None,1.0,200.0,200.0,2.0,0.0,Excellent,None,6.1,0.06
9300 Aalst,Apartment,Apartment,1795000,for sale,12.0,580.0,None,0.0,1.0,None,0.0,None,None,None,None,Excellent,7.0,1.3,0.263
1630 Linkebeek,Apartment,Apartment,415000,for sale,2.0,119.0,None,None,0.0,None,1.0,91.0,None,None,None,Normal,1.0,0.611,0.103
4920 Aywaille,House,Bungalow,319000,for sale,2.0,120.0,1.0,0.0,1.0,None,1.0,879.0,1250.0,4.0,0.0,Normal,2.0,2.1,0.682
9100 Nieuwkerken-Waas,House,Residence,299000,for sale,None,None,None,None,0.0,None,1.0,None,None,None,None,None,None,2.5,0.382
6880 Bertrix,House,Villa,379000,for sale,6.0,313.0,1.0,0.0,1.0,None,1.0,None,2945.0,4.0,None,Normal,2.0,1.3,0.428
9190 Kemzeke,Apartment,Penthouse,299000,for sale,1.0,85.0,None,0.0,1.0,6.0,0.0,None,None,3.0,None,New,1.0,7.4,None
8670 Koksijde,Apartment,Penthouse,495000,for sale,2.0,75.0,None,None,1.0,None,0.0,None,None,None,None,Fully renovated,None,5.1,0.425
4600 Visé,House,Residence,285000,for sale,3.0,180.0,None,None,1.0,None,0.0,None,157.0,2.0,None,None,None,0.593,0.129
1070 Anderlecht,House,Residence,420000,for sale,3.0,183.0,1.0,0.0,1.0,None,1.0,85.0,194.0,2.0,0.0,Normal,2.0,2.4,0.156
1380 Lasne,House,Villa,785000,for sale,4.0,210.0,None,0.0,1.0,55.0,1.0,1366.0,1681.0,4.0,1.0,Normal,2.0,5.2,0.256
2640 Mortsel,House,Residence,475000,for sale,3.0,178.0,None,0.0,1.0,None,1.0,None,155.0,None,None,Normal,None,1.1,0.472
8400 Oostende,House,Mixed Building,330000,for sale,4.0,211.0,1.0,None,1.0,49.0,None,None,164.0,2.0,0.0,Normal,2.0,2.3,0.171
9690 Kluisbergen,Apartment,Apartment,225000,for sale,3.0,131.0,None,0.0,1.0,None,0.0,None,None,3.0,None,Normal,1.0,6.3,0.191
5540 Hastière,House,Chalet,115000,for sale,2.0,50.0,1.0,1.0,1.0,20.0,1.0,400.0,469.0,4.0,None,Normal,1.0,9.0,0.214
9520 Sint-Lievens-Houtem,House,Residence,70000,for sale,None,None,None,None,0.0,None,1.0,None,260.0,3.0,None,None,None,3.0,1.0
7000 Mons,House,Mixed Building,185000,for sale,3.0,140.0,None,None,0.0,None,0.0,None,52.0,2.0,None,None,None,1.2,0.071
5300 Seilles,House,Residence,295000,for sale,4.0,146.0,None,0.0,0.0,None,0.0,None,874.0,None,None,None,2.0,2.0,0.25
3940 Hechtel,Apartment,Apartment,317122,for sale,2.0,115.0,1.0,0.0,1.0,34.0,1.0,105.0,None,2.0,None,New,None,8.1,0.385
2830 Willebroek,Apartment,Apartment,329500,for sale,2.0,106.0,None,0.0,1.0,22.0,0.0,None,None,None,None,None,1.0,1.3,0.254
9100 Sint-Niklaas,Apartment,Apartment,259000,for sale,None,None,None,None,1.0,None,0.0,None,None,None,None,None,None,1.1,0.493
5060 Auvelais,House,Residence,295000,for sale,3.0,175.0,1.0,0.0,1.0,None,1.0,None,8620.0,None,None,Normal,1.0,0.022,0.149
3650 Dilsen-Stokkem,Apartment,Apartment,285000,for sale,2.0,94.0,None,None,1.0,None,1.0,None,None,None,None,None,None,None,1.6
1090 Jette,House,Residence,649000,for sale,7.0,290.0,1.0,0.0,1.0,21.0,1.0,None,314.0,2.0,None,Excellent,3.0,0.875,0.079
1932 Woluwe-saint-Etienne,Apartment,Apartment,325000,for sale,2.0,107.0,None,0.0,1.0,11.0,0.0,None,None,None,None,None,1.0,3.8,1.1
1081 Koekelberg,Apartment,Apartment,129000,for sale,1.0,42.0,None,None,0.0,None,0.0,None,None,2.0,None,None,None,0.767,0.02
1600 Sint-Pieters-Leeuw,House,Residence,249000,for sale,3.0,114.0,None,0.0,1.0,None,1.0,None,293.0,3.0,0.0,To be renovated,1.0,1.4,0.132
1420 Braine-l'Alleud,House,Residence,650000,for sale,4.0,247.0,1.0,None,1.0,60.0,1.0,1568.0,1797.0,4.0,0.0,Normal,3.0,2.7,0.106
8450 Bredene,House,Residence,167000,for sale,3.0,62.0,None,None,1.0,None,1.0,None,200.0,None,None,None,None,5.9,0.704
1190 Vorst,Apartment,Apartment,25000,for sale,1.0,72.0,1.0,None,1.0,2.0,0.0,None,None,2.0,0.0,Excellent,1.0,2.2,0.249
1140 Evere,Apartment,Apartment,170000,for sale,1.0,None,None,None,None,None,None,None,None,None,None,None,None,2.1,0.788
4683 Vivegnis,House,Residence,89000,for sale,2.0,70.0,1.0,0.0,0.0,None,0.0,None,50.0,2.0,0.0,Normal,1.0,4.3,0.134
4690 Glons,Apartment,Apartment,165000,in public sale,2.0,80.0,None,None,1.0,None,1.0,None,None,4.0,None,Normal,None,1.2,0.165
2610 Wilrijk,Apartment,Ground Floor,265000,for sale,1.0,65.0,1.0,None,None,None,1.0,42.0,None,None,None,Excellent,None,2.5,0.208
2870 Puurs,House,Residence,258000,for sale,3.0,113.0,None,0.0,1.0,None,1.0,None,None,2.0,None,To be renovated,1.0,0.731,0.131
2660 Hoboken,House,Residence,289000,for sale,4.0,180.0,None,0.0,0.0,None,1.0,21.0,94.0,2.0,None,To be renovated,None,1.4,0.167
3680 Neeroeteren,Apartment,Apartment,295000,for sale,2.0,130.0,None,None,1.0,None,0.0,None,None,None,None,None,1.0,None,0.513
1020 Laken,Apartment,Apartment,239000,for sale,2.0,81.0,None,None,0.0,None,0.0,None,None,2.0,None,None,None,2.7,0.164
1430 Rebecq,Apartment,Duplex,249000,for sale,2.0,119.0,1.0,0.0,1.0,20.0,1.0,1000.0,None,3.0,1.0,Excellent,2.0,1.4,0.432
3640 Kinrooi,House,Chalet,69950,for sale,3.0,40.0,None,None,None,None,None,None,None,None,None,None,None,None,0.223
4000 Liege,Apartment,Apartment,139000,for sale,1.0,85.0,1.0,0.0,1.0,6.0,0.0,None,None,2.0,0.0,Normal,1.0,0.852,0.132
5530 Yvoir,Apartment,Apartment,360000,for sale,3.0,118.0,1.0,0.0,1.0,20.0,1.0,47.0,None,None,None,New,1.0,0.625,0.246
1370 Jodoigne,House,Villa,450000,for sale,3.0,280.0,None,None,1.0,None,1.0,None,3700.0,4.0,0.0,None,None,None,0.071
4020 Jupille,House,Bungalow,330000,for sale,2.0,95.0,1.0,None,1.0,None,1.0,None,783.0,4.0,0.0,Excellent,2.0,3.9,0.194
7301 Hornu,House,Residence,220000,for sale,3.0,220.0,1.0,0.0,None,None,1.0,None,599.0,4.0,None,Normal,1.0,1.4,0.056
1030 Schaarbeek,House,Residence,None,for sale,3.0,138.0,1.0,0.0,1.0,10.0,1.0,32.0,170.0,2.0,0.0,New,None,0.83,0.054
4900 Spa,House,Residence,395700,for sale,3.0,218.0,None,None,None,None,1.0,None,400.0,3.0,None,New,None,1.5,0.245
2170 Merksem,Apartment,Apartment,185000,for sale,2.0,100.0,None,0.0,1.0,None,0.0,None,None,2.0,None,To be renovated,1.0,2.4,0.074
1330 Rixensart,House,Residence,745000,for sale,4.0,247.0,1.0,0.0,1.0,12.0,1.0,98.0,250.0,4.0,0.0,New,4.0,1.7,0.097
4181 Filot,House,Residence,325000,for sale,3.0,222.0,1.0,0.0,1.0,25.0,1.0,914.0,1106.0,3.0,0.0,To renovate,2.0,3.1,0.341
2500 Lier,House,Residence,379000,for sale,3.0,110.0,None,0.0,1.0,10.0,1.0,40.0,96.0,2.0,None,Excellent,2.0,0.479,0.145
1500 Halle,House,Residence,349000,for sale,2.0,302.0,1.0,None,1.0,None,None,None,210.0,2.0,0.0,Normal,1.0,0.995,0.227
2300 Turnhout,Apartment,Apartment,179000,for sale,2.0,80.0,1.0,0.0,1.0,None,None,None,None,3.0,None,To be renovated,1.0,0.254,0.089
8700 Tielt,House,Residence,347000,for sale,3.0,None,None,None,0.0,None,1.0,None,253.0,3.0,None,New,2.0,1.9,0.341
6200 Châtelineau,House,Residence,90000,for sale,3.0,None,None,None,0.0,None,0.0,None,None,2.0,None,None,1.0,2.0,0.483
1400 Nivelles,Apartment,Apartment,209900,for sale,2.0,83.0,1.0,0.0,1.0,15.0,0.0,None,None,None,0.0,None,1.0,0.919,0.134
9630 Zwalm,House,Residence,585000,for sale,3.0,186.0,None,None,0.0,None,1.0,None,865.0,None,None,None,2.0,2.5,0.207
9032 Wondelgem,House,Residence,309000,for sale,4.0,115.0,None,0.0,1.0,None,1.0,92.0,156.0,2.0,1.0,To be renovated,None,0.85,0.227
1180 Ukkel,Apartment,Apartment,355000,for sale,1.0,70.0,None,None,1.0,5.0,0.0,None,None,2.0,None,New,3.0,1.5,0.65
1020 Laken,House,Mixed Building,1695000,for sale,23.0,720.0,1.0,None,1.0,30.0,None,None,377.0,2.0,0.0,To renovate,23.0,0.647,0.095
4000 Rocourt,Apartment,Apartment,278692,for sale,2.0,96.0,None,None,1.0,14.0,0.0,None,None,2.0,None,None,None,2.7,0.085
3600 Genk,Apartment,Apartment,249000,for sale,3.0,109.0,1.0,0.0,1.0,None,None,None,None,None,None,Normal,1.0,1.4,0.139
3130 Begijnendijk,House,Residence,485059,for sale,3.0,187.0,None,None,None,None,None,None,1147.0,4.0,None,New,2.0,1.4,0.276
3900 Pelt,House,Residence,555000,for sale,3.0,207.0,None,0.0,1.0,None,1.0,None,523.0,4.0,None,New,2.0,1.7,0.064
1370 Jodoigne,House,Residence,299000,for sale,3.0,120.0,None,0.0,1.0,None,1.0,None,188.0,2.0,None,None,1.0,None,0.12
2920 Kalmthout,House,Residence,592099,for sale,3.0,182.0,None,0.0,1.0,None,1.0,None,470.0,3.0,None,New,2.0,3.2,0.048
1080 Sint-Jans-Molenbeek,Apartment,Apartment,199000,for sale,2.0,80.0,None,0.0,1.0,8.0,0.0,None,None,2.0,0.0,Normal,1.0,1.4,0.277
9500 Geraardsbergen,House,Residence,169000,for sale,4.0,109.0,None,0.0,0.0,None,0.0,None,40.0,2.0,None,Normal,2.0,1.1,0.181
1932 Woluwe-saint-Etienne,Apartment,Studio,200000,for sale,None,53.0,1.0,1.0,1.0,8.0,0.0,None,None,None,None,None,1.0,4.2,0.122
1460 Ittre,House,Villa,575000,for sale,5.0,223.0,1.0,0.0,1.0,None,1.0,2327.0,6500.0,4.0,0.0,Normal,3.0,7.1,0.182
9170 De Klinge,House,Residence,239000,for sale,3.0,136.0,None,0.0,1.0,None,1.0,None,409.0,3.0,None,Normal,1.0,10.3,0.162
9000 Gent,Apartment,Apartment,395000,for sale,3.0,96.0,1.0,0.0,1.0,26.0,1.0,None,None,2.0,0.0,New,2.0,2.5,0.542
1030 Schaarbeek,House,Master House,1490000,for sale,6.0,613.0,1.0,0.0,0.0,None,1.0,50.0,215.0,3.0,0.0,Excellent,3.0,1.4,0.048
9300 Aalst,Apartment,Studio,217150,for sale,0.0,53.0,1.0,0.0,1.0,8.0,1.0,None,None,2.0,0.0,New,None,1.3,0.193
1330 Rixensart,House,Residence,345000,for sale,3.0,121.0,1.0,0.0,1.0,4.0,0.0,None,51.0,2.0,None,To be renovated,1.0,0.245,0.389
3680 Maaseik,House,Mixed Building,445000,for sale,3.0,110.0,None,None,1.0,None,None,None,785.0,4.0,None,None,None,None,0.309
6747 Saint-Léger,Apartment,Apartment,195000,in public sale,2.0,116.0,None,None,1.0,None,0.0,None,None,None,None,Normal,1.0,11.4,0.037
4500 Huy,House,Mixed Building,199000,for sale,1.0,182.0,1.0,0.0,1.0,None,0.0,None,70.0,2.0,0.0,Normal,3.0,1.5,0.254
6900 Marche-en-Famenne,House,Residence,575000,for sale,4.0,360.0,None,0.0,None,None,None,None,None,None,None,Normal,5.0,0.603,0.241
None,House,Residence,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
5600 Villers-en-Fagne,House,Chalet,105000,for sale,2.0,60.0,None,1.0,0.0,None,0.0,None,2020.0,None,None,To be renovated,1.0,8.8,0.937
1780 Wemmel,House,Villa,798000,for sale,5.0,273.0,None,None,1.0,None,1.0,None,1013.0,4.0,None,None,3.0,5.5,1.1
4000 Liege,Apartment,Apartment,105000,for sale,2.0,58.0,1.0,0.0,1.0,None,0.0,None,None,2.0,0.0,Normal,1.0,1.7,0.159
8670 Sint-Idesbald,Apartment,Apartment,285000,for sale,2.0,83.0,None,1.0,1.0,None,0.0,None,None,None,None,Fully renovated,None,4.5,0.386
4000 Liege,Apartment,Apartment,229000,for sale,2.0,72.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,2.0,1.1,0.641
8760 Meulebeke,House,Residence,399000,for sale,4.0,182.0,1.0,None,0.0,None,1.0,None,453.0,3.0,None,None,2.0,3.3,0.163
1000 Brussels,Apartment,Apartment,330000,for sale,2.0,84.0,None,0.0,1.0,12.0,0.0,None,None,2.0,None,Normal,None,0.34,0.08
4051 Vaux-sous-Chèvremont,Apartment,Apartment,225000,for sale,2.0,90.0,1.0,0.0,1.0,None,0.0,None,None,None,0.0,Normal,None,2.2,0.117
5580 Rochefort,Apartment,Apartment,295000,for sale,2.0,97.0,None,0.0,1.0,None,1.0,43.0,None,None,None,Excellent,None,2.0,0.267
7830 Hoves,House,Residence,455000,for sale,4.0,None,None,None,0.0,None,1.0,None,946.0,2.0,None,None,2.0,3.6,0.745
1080 Sint-Jans-Molenbeek,Apartment,Apartment,229000,for sale,2.0,84.0,1.0,0.0,1.0,10.0,0.0,None,None,2.0,0.0,Normal,1.0,1.3,0.212
1040 Etterbeek,Apartment,Apartment,406500,for sale,1.0,74.0,None,None,1.0,5.0,0.0,None,None,2.0,None,New,3.0,0.784,0.148
9160 Lokeren,House,Residence,384000,for sale,3.0,168.0,None,None,0.0,None,0.0,None,197.0,2.0,None,None,None,0.681,0.206
8370 Blankenberge,House,Residence,348800,for sale,3.0,110.0,1.0,None,1.0,None,1.0,None,None,2.0,None,Excellent,None,0.641,0.268
7530 Gaurain-Ramecroix,House,Residence,599000,for sale,4.0,310.0,None,0.0,1.0,None,1.0,None,1891.0,4.0,None,Normal,2.0,4.6,0.057
5020 Temploux,Apartment,Apartment,350000,for sale,3.0,141.0,None,0.0,1.0,8.0,1.0,153.0,None,4.0,None,New,1.0,4.3,0.168
1050 Elsene,Apartment,Apartment,695000,for sale,2.0,120.0,1.0,0.0,0.0,None,0.0,None,None,2.0,None,New,2.0,0.995,0.239
9700 Oudenaarde,House,Residence,269000,for sale,4.0,168.0,1.0,None,1.0,45.0,1.0,None,110.0,3.0,0.0,Excellent,2.0,2.8,0.301
9500 Geraardsbergen,House,Residence,265000,for sale,3.0,184.0,None,0.0,1.0,None,1.0,None,450.0,3.0,None,None,2.0,3.4,0.484
9600 Ronse,House,Master House,980000,for sale,12.0,1500.0,1.0,0.0,1.0,None,0.0,None,1095.0,2.0,0.0,Normal,10.0,0.328,0.152
8310 Sint-Kruis,House,Residence,448000,for sale,3.0,250.0,None,None,1.0,None,0.0,None,139.0,2.0,None,None,3.0,3.4,0.228
9700 Oudenaarde,House,Residence,280000,for sale,3.0,135.0,None,None,1.0,None,1.0,None,575.0,3.0,None,None,2.0,0.456,0.086
8800 Roeselare,House,Residence,345000,for sale,2.0,269.0,1.0,0.0,1.0,20.0,1.0,20.0,169.0,2.0,0.0,Normal,2.0,0.707,0.019
1745 Opwijk,House,Residence,450000,for sale,4.0,215.0,1.0,None,1.0,None,1.0,None,409.0,2.0,None,Fully renovated,3.0,0.611,0.084
1000 Brussels,Apartment,Apartment,365000,for sale,2.0,96.0,None,1.0,1.0,None,0.0,None,None,None,None,Excellent,None,0.837,0.075
1000 Brussels,Apartment,Apartment,445000,for sale,1.0,69.0,1.0,0.0,0.0,None,1.0,None,None,None,0.0,New,1.0,1.0,0.149
9800 Astene,House,Residence,214000,for sale,2.0,93.0,None,0.0,1.0,None,1.0,None,120.0,None,None,Normal,None,2.2,0.261
1170 Watermaal-Bosvoorde,Apartment,Apartment,329000,for sale,2.0,73.0,None,0.0,1.0,3.0,0.0,None,None,2.0,0.0,Normal,1.0,1.2,0.179
9620 Sint-Maria-Oudenhove,House,Residence,415000,for sale,2.0,238.0,None,0.0,1.0,11.0,1.0,288.0,528.0,4.0,None,Normal,2.0,4.3,0.208
1140 Evere,Apartment,Apartment,329000,for sale,1.0,73.0,1.0,0.0,1.0,14.0,1.0,None,None,2.0,0.0,New,1.0,1.8,0.11
8400 Oostende,Apartment,Studio,139000,for sale,None,37.0,None,1.0,1.0,1.0,0.0,None,None,None,None,None,None,1.2,0.135
9340 Lede,House,Residence,446165,for sale,4.0,206.0,None,None,None,None,None,None,340.0,3.0,None,New,2.0,1.0,0.024
1500 Halle,House,Residence,295000,for sale,3.0,115.0,None,0.0,1.0,15.0,1.0,90.0,140.0,2.0,None,None,1.0,0.608,0.138
9500 Geraardsbergen,Apartment,Apartment,1150000,for sale,10.0,963.0,None,None,None,None,None,None,None,2.0,0.0,To renovate,None,0.919,0.117
9070 Destelbergen,Apartment,Apartment,235000,for sale,3.0,84.0,None,None,0.0,None,1.0,None,None,2.0,None,Normal,None,2.5,0.233
6880 Bertrix,House,Residence,215000,for sale,5.0,179.0,None,None,0.0,None,1.0,346.0,346.0,None,None,To be renovated,None,0.988,0.192
3680 Maaseik,House,Residence,574000,for sale,3.0,155.0,None,None,None,None,None,None,None,None,None,None,None,None,0.35
4540 Amay,House,Residence,79000,for sale,1.0,83.0,None,0.0,1.0,None,0.0,None,70.0,None,None,To be renovated,1.0,1.4,0.616
5000 Namur,Apartment,Apartment,235000,for sale,2.0,89.0,1.0,0.0,1.0,None,0.0,None,None,None,None,To renovate,1.0,0.796,0.155
2490 Balen,House,Residence,498000,for sale,3.0,200.0,None,0.0,0.0,None,1.0,None,1193.0,4.0,None,New,None,2.4,0.203
3740 Bilzen,Apartment,Apartment,299000,for sale,2.0,80.0,None,None,1.0,11.0,None,None,None,None,None,Excellent,1.0,1.0,0.004
7160 Chapelle-lez-Herlaimont,Apartment,Apartment,275000,for sale,3.0,None,1.0,None,1.0,15.0,None,None,None,None,None,New,None,0.54,0.012
2100 Deurne,Apartment,Apartment,287000,for sale,2.0,111.0,None,None,1.0,17.0,1.0,None,None,2.0,None,Excellent,1.0,2.6,0.081
2380 Ravels,House,Residence,454000,for sale,3.0,166.0,None,None,1.0,None,1.0,None,461.0,4.0,None,New,None,9.9,0.974
1000 Brussels,Apartment,Apartment,770000,for sale,2.0,133.0,None,None,1.0,11.0,1.0,None,None,2.0,None,New,5.0,0.989,0.284
1300 Wavre,House,Villa,599000,for sale,4.0,160.0,1.0,0.0,1.0,30.0,1.0,1064.0,1064.0,3.0,0.0,Excellent,None,2.3,0.081
9230 Wetteren,Apartment,Apartment,None,for sale,1.0,68.0,1.0,None,1.0,10.0,1.0,None,None,2.0,0.0,New,1.0,0.528,0.02
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,425000,for sale,None,77.0,None,None,1.0,None,1.0,None,None,2.0,None,New,None,2.8,0.092
6460 Chimay,House,Residence,275000,for sale,5.0,235.0,None,None,1.0,None,1.0,None,1100.0,None,None,Normal,None,None,0.026
4101 Jemeppe,Apartment,Ground Floor,320900,for sale,2.0,90.0,None,0.0,1.0,None,None,None,None,None,None,New,None,0.297,0.162
5370 Havelange,House,Residence,275000,for sale,3.0,120.0,None,0.0,0.0,None,1.0,352.0,None,None,None,New,1.0,None,0.152
3040 Neerijse,House,Villa,725000,for sale,4.0,334.0,None,0.0,1.0,None,1.0,None,2738.0,4.0,None,Normal,2.0,3.4,0.672
6700 Arlon,Apartment,Apartment,290000,for sale,2.0,90.0,None,0.0,1.0,None,None,None,None,2.0,0.0,Normal,1.0,1.8,0.59
8200 Sint-Andries,Apartment,Apartment,340000,for sale,2.0,80.0,None,None,1.0,None,1.0,None,None,2.0,None,New,1.0,2.0,0.016
3970 Leopoldsburg,House,Residence,550000,for sale,4.0,274.0,None,None,1.0,10.0,1.0,None,904.0,2.0,None,None,2.0,1.2,0.503
9300 Aalst,House,Residence,155000,for sale,3.0,116.0,None,None,0.0,None,0.0,None,60.0,2.0,None,To be renovated,None,0.796,0.216
9900 Eeklo,House,Mixed Building,299000,for sale,2.0,195.0,1.0,None,1.0,None,None,None,196.0,None,None,None,None,1.1,0.072
1060 Sint-Gillis,House,Mixed Building,850000,for sale,7.0,530.0,None,0.0,None,None,1.0,None,475.0,2.0,None,To renovate,None,0.944,0.369
3090 Overijse,House,Residence,474000,for sale,3.0,155.0,None,None,1.0,23.0,1.0,276.0,430.0,None,None,Normal,None,4.5,0.058
1020 Laken,Apartment,Apartment,235000,for sale,2.0,90.0,None,0.0,1.0,3.0,0.0,None,None,2.0,0.0,None,1.0,2.2,0.388
1050 Elsene,Apartment,Ground Floor,220000,for sale,1.0,None,None,0.0,1.0,None,1.0,20.0,None,2.0,None,To be renovated,1.0,1.5,0.147
7340 Pâturages,House,Residence,140000,for sale,2.0,75.0,1.0,None,1.0,None,0.0,None,64.0,2.0,None,Normal,None,5.7,0.165
5590 Ciney,House,Residence,90000,in public sale,3.0,None,None,None,0.0,None,1.0,None,182.0,2.0,None,To be renovated,None,1.2,0.641
1150 Sint-Pieters-Woluwe,Apartment,Apartment,610000,for sale,2.0,110.0,1.0,0.0,1.0,15.0,0.0,None,None,3.0,None,Excellent,2.0,5.2,0.407
2930 Brasschaat,Apartment,Penthouse,546500,for sale,1.0,102.0,None,0.0,1.0,94.0,0.0,None,None,2.0,None,New,1.0,5.0,0.048
4100 Seraing,House,Residence,279000,for sale,3.0,144.0,1.0,0.0,1.0,None,1.0,None,None,3.0,0.0,Excellent,2.0,3.2,0.284
6061 Montignies-sur-Sambre,House,Villa,179000,for sale,3.0,135.0,1.0,0.0,1.0,None,1.0,90.0,415.0,4.0,0.0,Normal,1.0,2.1,0.508
8790 Waregem,Apartment,Apartment,249000,for sale,1.0,48.0,None,None,1.0,35.0,None,None,None,None,1.0,None,1.0,1.6,0.482
5300 Andenne,House,Residence,289000,for sale,3.0,165.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Excellent,3.0,0.699,0.02
1370 Jodoigne,House,Residence,215000,for sale,2.0,120.0,None,0.0,0.0,None,1.0,None,None,2.0,None,To be renovated,1.0,None,0.021
1030 Schaarbeek,Apartment,Ground Floor,219000,for sale,1.0,80.0,1.0,0.0,1.0,20.0,1.0,None,None,2.0,0.0,Normal,1.0,0.355,0.124
6020 Dampremy,House,Residence,250000,for sale,3.0,200.0,1.0,0.0,1.0,15.0,1.0,500.0,600.0,3.0,0.0,Excellent,None,1.7,0.549
4730 Hauset,Apartment,Penthouse,404132,for sale,2.0,94.0,None,None,1.0,None,0.0,None,None,None,None,None,None,3.4,0.186
2610 Wilrijk,Apartment,Apartment,249000,for sale,2.0,73.0,None,0.0,1.0,14.0,0.0,None,None,2.0,None,Normal,1.0,2.8,0.068
2570 Duffel,House,Residence,380000,for sale,2.0,97.0,None,0.0,0.0,None,1.0,None,365.0,3.0,None,Normal,None,2.1,0.345
5575 Gedinne,House,Villa,435000,for sale,3.0,120.0,None,1.0,1.0,50.0,1.0,None,None,None,None,Normal,1.0,9.5,1.0
7970 Beloeil,House,Villa,440000,for sale,7.0,218.0,None,0.0,1.0,290.0,1.0,None,2739.0,4.0,1.0,Normal,3.0,8.1,0.212
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,385000,for sale,2.0,95.0,None,None,1.0,None,0.0,None,None,None,None,None,None,3.1,0.192
4821 Andrimont,Apartment,Apartment,189950,for sale,1.0,58.0,None,None,1.0,None,0.0,None,None,None,None,None,None,2.4,0.425
2222 Itegem,House,Villa,1490000,for sale,4.0,524.0,1.0,None,1.0,None,1.0,None,3786.0,4.0,1.0,Excellent,None,3.9,0.897
3582 Koersel,House,Residence,310000,for sale,3.0,187.0,None,None,1.0,None,1.0,None,888.0,4.0,None,Normal,None,4.4,1.7
None,Apartment,Duplex,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7850 Enghien,House,Residence,350000,for sale,3.0,170.0,None,0.0,0.0,None,1.0,None,None,None,None,Normal,2.0,0.533,0.124
2170 Merksem,House,Residence,399000,for sale,3.0,179.0,None,0.0,0.0,None,1.0,3.0,84.0,2.0,None,Excellent,2.0,2.1,0.265
1200 Sint-Lambrechts-Woluwe,Apartment,Studio,210000,for sale,0.0,56.0,1.0,0.0,0.0,None,0.0,None,None,2.0,0.0,Excellent,1.0,2.0,0.104
7903 Chapelle-à-Wattines,House,Villa,350000,for sale,4.0,195.0,1.0,0.0,1.0,100.0,1.0,None,858.0,4.0,None,Normal,2.0,3.5,0.042
8800 Roeselare,House,Residence,None,for sale,5.0,430.0,None,None,0.0,None,1.0,None,1196.0,4.0,None,None,3.0,2.6,0.11
2260 Westerlo,Apartment,Apartment,369000,for sale,1.0,None,None,0.0,1.0,None,1.0,45.0,None,None,None,New,1.0,9.0,0.398
